EXPMUESTRA;BIG4;ACTIVOS;UTILIDAD;VTAS;PAT;RAMA
3829;0;1812627,41;30564,6;1584062,61;309970,45;#N/A
3836;1;11789026,6;2287272,06;18168395,6;1598994,94;#N/A
3837;1;12271892,7;1545417,12;18156038,5;1082050,72;#N/A
3847;1;21795241,5;2621371,06;18972525;11275128,2;#N/A
3853;1;11789026,6;2287272,06;18168395,6;1598994,94;#N/A
3853;1;12271892,7;1545417,12;18156038,5;1082050,72;#N/A
3858;1;11060686,1;2075334,22;16667774,6;1414228,72;#N/A
3871;0;24931908,5;272765,93;2882724,69;16619701,5;#N/A
3874;0;24931908,5;272765,93;2882724,69;16619701,5;#N/A
3876;0;16341143;33272,52;3474243,01;10857623,9;#N/A
3879;0;24931908,5;272765,93;2882724,69;16619701,5;#N/A
3882;0;16341143;33272,52;3474243,01;10857623,9;#N/A
3886;0;24931908,5;272765,93;2882724,69;16619701,5;#N/A
3893;0;24931908,5;272765,93;2882724,69;16619701,5;#N/A
3904;0;24931908,5;272765,93;2882724,69;16619701,5;#N/A
3918;1;80709938,8;5358293,63;86721428,8;41203745,3;#N/A
3919;1;75844700,5;4553770,53;106430650;30596465,7;#N/A
3930;1;75844700,5;4553770,53;106430650;30596465,7;#N/A
3932;1;75844700,5;4553770,53;106430650;30596465,7;#N/A
3938;1;65107712,8;5242932,45;77023434,2;29076059,8;#N/A
3939;1;63765280,6;6450941,6;70899822,5;33573944,7;#N/A
3940;1;63765280,6;6450941,6;70899822,5;33573944,7;#N/A
3947;0;2133670,85;58855,05;2679707,46;848938;#N/A
3952;0;2222627,02;42254,09;2796531,31;826861,76;#N/A
3953;0;2222627,02;42254,09;2796531,31;826861,76;#N/A
3963;0;2291305,36;23574,34;3046146,46;806791,86;#N/A
3963;0;2222627,02;42254,09;2796531,31;826861,76;#N/A
3977;0;264629525;0;6454333,9;246883708;#N/A
4004;0;7896002,6;54336,04;830017,11;609260,78;#N/A
4010;0;3811248,19;225008,45;3917169,35;1477355,93;J
4020;0;3094150,22;172138,49;4066099,96;833064,23;#N/A
4047;0;4313107,12;1251,83;110420,01;690074,06;#N/A
4047;0;8810335,33;0;207600;3289651,27;#N/A
4049;0;4313107,12;1251,83;110420,01;690074,06;#N/A
4049;0;8810335,33;0;207600;3289651,27;#N/A
4049;0;8810335,33;0;207600;3289651,27;#N/A
4052;0;8810335,33;0;207600;3289651,27;#N/A
4055;0;8810335,33;0;207600;3289651,27;#N/A
4056;0;4313107,12;1251,83;110420,01;690074,06;#N/A
4074;1;52427403,8;0;75786963,6;31704895,1;#N/A
4080;0;9302039,27;633089,21;633765,98;-970797,95;#N/A
4110;0;9222762,39;0;2205,09;3749925,17;P
4119;0;9929762,63;0;13,52;-345725,79;#N/A
4122;0;9030368,03;633089,2;633765,98;-1242469,2;#N/A
4134;0;80606786,99;1761436,96;66532309,65;13695482,43;C
4140;0;2248817,2;253174,52;509710,6;2099651,16;L
4142;0;2562174,63;244625,93;464604,47;2427660,62;#N/A
4147;0;2248817,2;253174,52;509710,6;2099651,16;#N/A
4151;0;1564125,73;1441,98;66510,71;1553620,6;#N/A
4171;0;6692423,71;0;5436064,81;3615955,81;#N/A
4173;1;246615747;11621695;245666319;97823569,6;#N/A
4174;1;246615747;11621695;245666319;97823569,6;#N/A
4177;1;246615747;11621695;245666319;97823569,6;#N/A
4181;0;6692423,71;0;5436064,81;3615955,81;L
4181;1;239775706;2429815,7;148539722;115625808;L
4193;1;239775706;2429815,7;148539722;115625808;#N/A
4203;1;246615747;11621695;245666319;97823569,6;#N/A
4203;0;6692423,71;0;5436064,81;3615955,81;#N/A
4211;0;6692423,71;0;5436064,81;3615955,81;#N/A
4223;1;259456424,4;2220857,03;204840989,7;114859489;C
4223;1;240734978;7299826,16;142386591;119853098;C
4232;0;1222993,66;0;92102,44;6160,87;L
4234;0;7070565,73;0;7091239,69;1684407,84;C
4237;0;6587614,99;109732,86;9762910,58;1688807,06;#N/A
4237;0;6924738,46;0;7413329,32;1697028,63;#N/A
4238;1;218610014,6;14592232,5;429331284,6;24632455,77;C
4252;1;214853724;35946368,3;490854206;21197897,4;C
4254;1;193831971;46366085;489348310;33497284,9;#N/A
4260;1;193831971;46366085;489348310;33497284,9;#N/A
4264;1;222960356;35409344,2;531189578;27557925,3;#N/A
4266;1;222960356;35409344,2;531189578;27557925,3;#N/A
4271;1;193831971;46366085;489348310;33497284,9;#N/A
4293;0;3032145,37;2382,89;75916,89;3028978,59;#N/A
4294;1;48264166,5;911324,51;117214002,2;16048335,8;G
4295;1;134475048;3957443,15;106712208;40283568,6;C
4301;1;117774432;2419502,56;127134740;31053821,2;#N/A
4312;1;77596881;22758344,9;67417787,3;54927279,1;C
4321;1;70717942,1;13224521,8;58496496;49279377,6;L
4324;1;77596881;22758344,9;67417787,3;54927279,1;#N/A
4331;1;76244879,2;11125681;57366682,9;47666623,8;N
4332;1;76244879,2;11125681;57366682,9;47666623,8;C
4335;1;72374062,2;21952648,9;65704486;53105318,5;#N/A
4350;1;70717942,1;13224521,8;58496496;49279377,6;#N/A
4357;0;3188956,32;269364,14;1809880,54;2106187,62;#N/A
4364;0;3155793,26;191464,1;1877181,05;1966396,51;#N/A
4365;0;2482564,74;83030,41;1642898,61;1970383,72;#N/A
4373;0;3188956,32;269364,14;1809880,54;2106187,62;#N/A
4376;0;3155793,26;191464,1;1877181,05;1966396,51;#N/A
4379;0;3343571,49;297376,43;1798261,18;2114927,59;#N/A
4379;0;3188956,32;269364,14;1809880,54;2106187,62;#N/A
4380;0;3155793,26;191464,1;1877181,05;1966396,51;D
4388;0;3188956,32;269364,14;1809880,54;2106187,62;#N/A
4392;1;19701830,2;2267136,18;18781936,1;10770345,5;#N/A
4398;0;1564998,07;35456,8;4510823,44;204280,54;#N/A
4401;0;1800752,64;26264,1;4017494,52;181926,59;#N/A
4402;0;1564998,07;35456,8;4510823,44;204280,54;#N/A
4408;0;1809380,19;12685,1;3498550,27;168102,85;L
4414;0;13624940,1;0;81399,02;-40036,5;H
4416;0;21916259;19144,71;86846,21;3493,45;#N/A
4424;0;20352031,4;220260;9577746,14;1727055,14;L
4431;0;7003059,49;127706,87;6379623,46;3990788,67;I
4432;0;6871634,86;193458,95;6293870,06;4053252,74;#N/A
4440;0;7058815,94;0;5658039,06;3729757,9;#N/A
4442;0;7003059,49;127706,87;6379623,46;3990788,67;M
4449;0;14922135,9;3426149,73;4453985,82;12881367,1;#N/A
4452;0;17325660;3559965,72;4356194,6;15627628,7;N
4457;0;17325660;3559965,72;4356194,6;15627628,7;#N/A
4463;0;14922135,9;3426149,73;4453985,82;12881367,1;#N/A
4465;0;15866384,7;4144730,97;5097160,24;11794187,2;#N/A
4470;0;14922135,9;3426149,73;4453985,82;12881367,1;L
4475;0;17325660;3559965,72;4356194,6;15627628,7;#N/A
4476;0;15866384,7;4144730,97;5097160,24;11794187,2;#N/A
4477;0;17325660;3559965,72;4356194,6;15627628,7;#N/A
4490;1;57197026;6770303;113250364;29047892;G
4493;1;75253449,9;8374984,24;113132042;36611442,3;I
4499;1;65621019,4;8893384,95;113147150;40952886,2;L
4502;1;75253449,9;8374984,24;113132042;36611442,3;#N/A
4506;1;57197026;6770303;113250364;29047892;#N/A
4510;1;75253449,9;8374984,24;113132042;36611442,3;#N/A
4516;1;74247263;6552636,44;117764605;32869949,4;L
4528;1;75253449,9;8374984,24;113132042;36611442,3;F
4534;1;74247263;6552636,44;117764605;32869949,4;F
4534;0;1462597,04;360,42;43386,75;1440938,53;F
4537;1;57197026;6770303;113250364;29047892;N
4537;0;1341450,13;120000,91;2087723,11;693975,99;N
4539;0;1341450,13;120000,91;2087723,11;693975,99;#N/A
4547;0;1273821,79;145936,54;2243261,79;697732,03;#N/A
4547;0;1341450,13;120000,91;2087723,11;693975,99;#N/A
4549;1;57197026;6770303;113250364;29047892;#N/A
4552;1;57197026;6770303;113250364;29047892;#N/A
4558;0;1022762,18;55093,06;901666,7;233630,84;L
4560;0;1089887,77;156946,46;880957,46;191584,21;C
4568;0;1089887,77;156946,46;880957,46;191584,21;G
4573;0;1273821,79;145936,54;2243261,79;697732,03;M
4573;0;1022762,18;55093,06;901666,7;233630,84;M
4578;0;1834748,92;134756,75;2894029,81;830890,13;A
4578;0;1889030,89;5709,99;2221816,35;605941,6;A
4589;0;1876595,92;100243,94;2456821,12;861679,49;A
4591;0;1876595,92;100243,94;2456821,12;861679,49;#N/A
4601;0;1876595,92;100243,94;2456821,12;861679,49;G
4603;0;4814406,01;372448,72;3882104,54;1154787,46;A
4606;0;4814406,01;372448,72;3882104,54;1154787,46;G
4607;0;4814406,01;372448,72;3882104,54;1154787,46;M
4607;0;5720902,14;944174,44;4963817,72;1798613,29;M
4611;0;4814406,01;372448,72;3882104,54;1154787,46;G
4613;0;5720902,14;944174,44;4963817,72;1798613,29;#N/A
4619;0;2605059,33;-22438,4;6244588,51;1366610,08;L
4621;0;4814406,01;372448,72;3882104,54;1154787,46;G
4625;0;5588195,76;1093792,09;4957001,91;3251337,82;#N/A
4631;0;5693673,61;954717,46;4838927,09;2474683,45;#N/A
4633;0;5693673,61;954717,46;4838927,09;2474683,45;#N/A
4639;0;5693673,61;954717,46;4838927,09;2474683,45;#N/A
4652;0;5720902,14;944174,44;4963817,72;1798613,29;I
4653;0;5693673,61;954717,46;4838927,09;2474683,45;#N/A
4655;0;5588195,76;1093792,09;4957001,91;3251337,82;G
4660;0;12113694,4;73562,97;108000;12102728,4;A
4661;0;12139980,9;1985,05;35443,02;12115384,8;C
4666;0;12120654,9;1545;36346,42;12116327,4;#N/A
4678;0;12120654,9;1545;36346,42;12116327,4;#N/A
4678;0;12120654,9;1545;36346,42;12116327,4;#N/A
4679;0;12113694,4;73562,97;108000;12102728,4;#N/A
4683;0;12113694,4;73562,97;108000;12102728,4;#N/A
4686;0;12117352;8209,88;45062,24;12114172,9;J
4691;0;4938936,49;35395,23;2705303,43;304491,88;F
4693;0;2318200,37;67874,94;1349777,78;196479,06;G
4702;0;3091085,83;2296,72;190944,19;305685,12;G
4708;0;2156192,5;0;161432,2;322412,19;#N/A
4709;0;3590294,16;79763,16;332519,42;663821,74;#N/A
4722;0;2156192,5;0;161432,2;322412,19;#N/A
4734;0;12857579,2;0;613284,13;1129104,51;C
4737;0;12806723,9;0;316992,34;915105,15;#N/A
4740;0;12857579,2;0;613284,13;1129104,51;L
4746;0;9225971,26;290347,56;3805624,68;6756719,57;N
4759;0;9438928,81;565255,87;3748987,54;7157407,3;#N/A
4768;0;9197211,83;462886,75;4490218,21;6554753,13;#N/A
4788;1;73039732,2;413410,58;67258790,4;29307194,1;#N/A
4790;1;78046916,1;1169533,37;60620308,6;42323326,1;L
4791;1;82536601,6;2004672,71;50824968,7;30744890,8;#N/A
4795;0;5903511,89;0;1169346,01;4503696,53;#N/A
4796;1;101045527;1260431,93;43108062;33050744,6;C
4800;1;88505150,9;1574882,34;46528628,4;32032606,4;#N/A
4806;1;94977629,3;1184374,63;44607044,9;31453798,2;L
4809;1;88505150,9;1574882,34;46528628,4;32032606,4;#N/A
4809;1;101045527;1260431,93;43108062;33050744,6;#N/A
4814;1;88505150,9;1574882,34;46528628,4;32032606,4;L
4821;1;94977629,3;1184374,63;44607044,9;31453798,2;#N/A
4834;1;88505150,9;1574882,34;46528628,4;32032606,4;#N/A
4834;1;101045527;1260431,93;43108062;33050744,6;#N/A
4835;1;94977629,3;1184374,63;44607044,9;31453798,2;#N/A
4839;0;10912407,5;4073074,48;4105864,29;10858040,5;#N/A
4849;1;17626580,1;3596218,83;15377608,2;11181808,9;#N/A
4850;1;17626580,1;3596218,83;15377608,2;11181808,9;G
4857;1;15740718,3;3220670,5;11979285,1;12452878,9;#N/A
4858;1;17626580,1;3596218,83;15377608,2;11181808,9;#N/A
4867;0;8553267,46;50755,01;6104539,23;133883,95;#N/A
4869;0;8022899,83;3787,26;3859555,11;87832,97;N
4875;0;10356138,4;0;6039748,5;-106391,29;L
4880;0;2286051,84;0;48703,61;1512283,44;#N/A
4881;0;70086516,14;283684,24;34899193,43;35204651,2;C
4890;1;55596415,3;124495,82;29111155,4;4516040,08;#N/A
4893;0;1119317,78;0;593431,76;875346,05;L
4897;1;57276200,2;0;26500102,8;3501265,64;J
4899;0;1195128,03;0;648145,24;901980,29;#N/A
4902;0;118127991,1;4971083,87;164617222;43134526,45;G
4905;1;77507912,7;5499921,36;92769363,1;54961470,7;#N/A
4914;1;85126821,4;9164319,95;102911364;56306135;#N/A
4915;1;77507912,7;5499921,36;92769363,1;54961470,7;C
4916;1;76111416,1;2737210,91;86198091,5;53530151,3;#N/A
4920;0;34215272,28;2330892,49;45363593,91;8183642,24;Q
4926;1;41137004,6;4412418,21;47646107;11897393,3;#N/A
4929;1;37994971;1254643,78;32516815,1;11691328;L
4931;0;41448649;-809712;44303346;15017168;H
4934;1;44717733,9;2562095,93;48844525,3;17950286,5;L
4934;1;60201881,6;3709040,53;56509147,4;19844672,7;L
4944;1;13698172,1;240229,96;10753148,2;56395,95;G
4959;1;13698172,1;240229,96;10753148,2;56395,95;#N/A
4980;0;4208668,03;693760,99;1288643,21;3712988,01;M
4986;0;1784113,24;92713,58;307493,16;378583,37;#N/A
4988;0;1784113,24;92713,58;307493,16;378583,37;#N/A
5005;0;11728924,5;585343,59;9999728,45;9344536,58;L
5006;0;8896845,81;0;84000;8868801,83;K
5008;0;1721795,17;92579,88;1208714,18;1350374,44;C
5013;0;1738777,28;6410,95;1183894,65;1307808,17;#N/A
5022;0;3886146,78;50515,05;2587953,35;1116691,25;#N/A
5023;0;17433892,3;2143790,79;5629721,98;6459838,29;H
5025;0;9140953,21;2711838,97;4811382,92;6864721,46;L
5026;0;15757978,8;1880863,39;4361115,11;6306668,67;#N/A
5030;0;1356456,36;222741,65;1793292,49;568116,74;#N/A
5038;0;1350917,34;0;1466028,35;482652,96;L
5043;0;1689357,61;120692,21;765600;1353491,61;#N/A
5047;0;1350917,34;0;1466028,35;482652,96;L
5058;0;1350917,34;0;1466028,35;482652,96;#N/A
5078;0;1350917,34;0;1466028,35;482652,96;#N/A
5083;0;1925778,45;232308,8;1612796,02;1583688,41;L
5085;0;1925778,45;232308,8;1612796,02;1583688,41;L
5088;0;1350917,34;0;1466028,35;482652,96;G
5099;1;46744970,3;0;62620792,6;28209768,2;#N/A
5109;1;31721905;1157034,22;37443415,4;16798931,3;#N/A
5120;0;2435061,48;0;74811,39;2411823,78;#N/A
5122;1;31721905;1157034,22;37443415,4;16798931,3;#N/A
5124;1;31721905;1157034,22;37443415,4;16798931,3;#N/A
5145;0;2755721,1;422588,74;3550104,02;1592421,93;#N/A
5148;0;2755721,1;422588,74;3550104,02;1592421,93;#N/A
5153;0;2755721,1;422588,74;3550104,02;1592421,93;#N/A
5158;0;1837370,17;600659,47;3528786,15;1005336,98;#N/A
5160;0;1662091,97;400727,65;3021107,66;1171699,3;A
5188;0;5563328,09;16216,39;220071,32;4403858,42;L
5199;0;5563328,09;16216,39;220071,32;4403858,42;#N/A
5216;0;5584197,64;35646,33;284127,61;4426636,89;#N/A
5222;0;1225962,4;491990,86;5275158,82;645194,74;#N/A
5224;0;1476327,96;610278,44;5838534,18;768392,32;#N/A
5231;0;13823004,5;1096,51;35000;13768251,8;#N/A
5247;0;96126738,5;0;4571400,82;14071182,3;#N/A
5253;0;96126738,5;0;4571400,82;14071182,3;#N/A
5265;0;14073634,8;2695,39;36000;14050629,2;L
5267;0;14051686,5;5293,64;61833,72;14048876,5;#N/A
5268;1;14061616,3;3588166,91;13021993,2;6381646,51;H
5271;1;45955397;5145661,02;79486039,9;17403615,7;#N/A
5272;1;45955397;5145661,02;79486039,9;17403615,7;#N/A
5274;0;8560210,66;1609579,27;7046215,05;6971240,79;A
5301;1;125520265;6117503,94;120674357;58888413,1;#N/A
5305;1;136356852;12473171,3;154498764;61566429,7;#N/A
5305;1;125520265;6117503,94;120674357;58888413,1;#N/A
5307;0;102656674,8;1284900,87;59319824,53;34226968,43;C
5318;1;113146512;1783175,39;59146218,2;38706030,1;L
5325;1;125645820;893503,11;56272556,8;38813570,1;#N/A
5326;1;116695274;2015251,79;66044986,4;37354328,6;#N/A
5329;1;116011428;2460166,38;65444723,7;38402120,7;#N/A
5334;1;116695274;2015251,79;66044986,4;37354328,6;#N/A
5340;1;125645820;893503,11;56272556,8;38813570,1;#N/A
5357;1;113146512;1783175,39;59146218,2;38706030,1;#N/A
5365;1;113146512;1783175,39;59146218,2;38706030,1;#N/A
5369;1;13494915,5;0;31544851,4;10210889,8;G
5373;0;2905555,59;0;1696024,37;309034,83;#N/A
5374;0;2905555,59;0;1696024,37;309034,83;#N/A
5401;0;4511575,85;20236,51;2261375,66;2230880,44;C
5406;0;3551639,8;148532,8;2588469,67;2029821,52;#N/A
5409;0;4230495,95;254023,81;2570741,21;2210643,93;#N/A
5410;0;3539947,41;72838,41;2334478,47;1960427,59;#N/A
5416;0;127581955;521218,42;8584628,73;115171064;A
5437;0;1919183,44;288178,3;2895984,69;1558281,5;#N/A
5455;0;1003899,56;124630,14;176804,66;983196,18;C
5463;0;1003899,56;124630,14;176804,66;983196,18;L
5466;0;1895104,42;230097,55;2476130,02;1576568,37;G
5473;0;1895104,42;230097,55;2476130,02;1576568,37;#N/A
5481;0;3260442,25;779387,51;7300130,1;1844012,96;C
5482;0;2495208,8;195383,83;5388536,09;1087337,23;#N/A
5484;0;3260442,25;779387,51;7300130,1;1844012,96;#N/A
5485;0;2495208,8;195383,83;5388536,09;1087337,23;#N/A
5492;0;3260442,25;779387,51;7300130,1;1844012,96;J
5496;0;3119681,24;604143,47;6294589,81;1422082,88;H
5498;0;2495208,8;195383,83;5388536,09;1087337,23;G
5512;0;3476220,08;797116,64;6907536,47;2027629,05;#N/A
5522;0;3855782,97;126922,17;343272,51;1567615,68;#N/A
5523;0;4091946;17136,89;224842,55;2225266,7;#N/A
5523;0;3855782,97;126922,17;343272,51;1567615,68;#N/A
5525;0;3855782,97;126922,17;343272,51;1567615,68;L
5526;0;3855782,97;126922,17;343272,51;1567615,68;#N/A
5528;0;4091946;17136,89;224842,55;2225266,7;#N/A
5536;0;4091946;17136,89;224842,55;2225266,7;#N/A
5555;0;1326213,05;20501,88;1861316,88;160298,78;F
5559;0;1114625,83;21628,62;2012417,85;161060,75;#N/A
5561;0;1142722,56;18102,89;1814132,68;161271,82;#N/A
5565;0;1326213,05;20501,88;1861316,88;160298,78;#N/A
5565;0;1142722,56;18102,89;1814132,68;161271,82;#N/A
5576;0;1142722,56;18102,89;1814132,68;161271,82;#N/A
5576;0;1142722,56;18102,89;1814132,68;161271,82;#N/A
5584;0;1114625,83;21628,62;2012417,85;161060,75;G
5590;0;1114625,83;21628,62;2012417,85;161060,75;#N/A
5593;0;1047622,98;0;172706,5;980055,93;#N/A
5599;0;1047622,98;0;172706,5;980055,93;#N/A
5601;0;1047622,98;0;172706,5;980055,93;#N/A
5602;0;1047622,98;0;172706,5;980055,93;L
5620;0;1134331,11;0;6800;1093006,6;A
5621;0;1256914,26;26554,41;81393;1186905,1;#N/A
5629;0;1134331,11;0;6800;1093006,6;#N/A
5632;1;31874898,8;10825210,9;32580466,4;22343278,6;#N/A
5635;1;30892380,1;1350097,52;21361557,9;16591521,8;#N/A
5635;1;30892380,1;1350097,52;21361557,9;16591521,8;#N/A
5641;1;30892380,1;1350097,52;21361557,9;16591521,8;#N/A
5643;0;38159927,5;3439758,18;3531105,98;37684424,9;K
5644;0;38159927,5;3439758,18;3531105,98;37684424,9;#N/A
5647;0;34567877,2;1644230,64;1859024,01;34244666,7;#N/A
5654;0;4529267,08;180396,06;312816,16;4367261,23;#N/A
5663;0;5114897,46;0;237179,98;1299842,53;#N/A
5664;0;5114897,46;0;237179,98;1299842,53;#N/A
5674;0;5126395,47;0;112296,89;1039873,86;#N/A
5677;0;5074527,32;671069,33;873125,01;1338091,28;#N/A
5678;0;3692005,5;12703,71;114817,09;682685,15;L
5678;0;5114897,46;0;237179,98;1299842,53;L
5684;0;5126395,47;0;112296,89;1039873,86;L
5695;0;1645091,71;0;3135594,93;-530898,72;G
5703;0;2082756,01;0;4171914,73;-170728,05;#N/A
5706;0;1691029,75;0;3856981,22;-653454,01;#N/A
5707;0;2082756,01;0;4171914,73;-170728,05;A
5709;0;2082756,01;0;4171914,73;-170728,05;#N/A
5717;0;3959833,03;35887,78;355843,44;3934423,54;L
5723;1;17933263,4;736503,78;16224534,3;7793376,97;#N/A
5730;0;1314570,82;0;83081,53;1279504,46;#N/A
5731;0;1359756,03;4074,94;120826,69;1320242,48;#N/A
5732;0;1359756,03;4074,94;120826,69;1320242,48;#N/A
5735;0;1314570,82;0;83081,53;1279504,46;#N/A
5738;0;1363794;3562,21;132541,44;1322604,23;#N/A
5741;1;21652293,7;384800,21;10206112,3;1049839,87;C
5743;0;21573294,9;389740,82;9645614,64;809130,82;L
5747;0;22159267,2;214754,92;5457270,38;1051342,15;#N/A
5748;1;6146386,16;269595,8;8419793,88;2042173,32;C
5754;1;16805771,8;1575831,8;18972173,4;9180535,44;G
5765;1;27865000,4;1408227,39;37160732,5;8146149,98;#N/A
5770;1;18298005,9;1788344,99;19057368,8;13626671;#N/A
5774;0;1055155,1;71192,02;259675,2;356549,17;A
5781;1;18298005,9;1788344,99;19057368,8;13626671;#N/A
5782;1;15867799,6;1525545,4;16007811,9;12747698,4;H
5783;1;16417315,7;1539405,66;18560837,5;13036633;#N/A
5783;0;1055155,1;71192,02;259675,2;356549,17;#N/A
5785;1;16417315,7;1539405,66;18560837,5;13036633;K
5789;0;1055155,1;71192,02;259675,2;356549,17;#N/A
5789;1;18298005,9;1788344,99;19057368,8;13626671;#N/A
5795;1;15867799,6;1525545,4;16007811,9;12747698,4;#N/A
5799;1;16417315,7;1539405,66;18560837,5;13036633;#N/A
5817;0;6654833,31;111348,89;8169378,09;3581550,42;F
5818;0;9432209,17;106568,59;4092292,94;2919437,27;#N/A
5822;0;5320333,23;123187,22;4606333,27;3077802,46;#N/A
5827;0;6654833,31;111348,89;8169378,09;3581550,42;G
5835;0;7603096,9;115569,28;9061829,11;3527935,8;#N/A
5845;0;2494910,1;0;2506603,66;1737995,74;#N/A
5845;0;2578567,39;41596;2525684,19;1740473,38;#N/A
5846;0;2540720,12;92149,06;2840613,16;1862654,3;#N/A
5851;0;2382730,84;247969,37;2847078,01;1826190,04;L
5856;0;15469471,6;547318,25;3303271,36;2377394,59;A
5867;0;21019772;86356,45;4082086,33;2026139,15;#N/A
5878;0;19699702,8;587725,72;3861911,16;2877228,93;#N/A
5882;0;19699702,8;587725,72;3861911,16;2877228,93;#N/A
5882;0;19699702,8;587725,72;3861911,16;2877228,93;#N/A
5889;0;16883800,6;39537,02;4362820,5;8381980,34;I
5893;0;16883800,6;39537,02;4362820,5;8381980,34;A
5903;0;17188529;0;1529759,63;11272863,3;#N/A
5913;0;17188529;0;1529759,63;11272863,3;#N/A
5916;0;16659926,6;20532,06;4194947,82;8802895,14;#N/A
5924;0;1746279,41;0;14445,07;-381541,31;#N/A
5944;0;6654793,03;74624,02;9583039,46;2693844,38;#N/A
5947;1;9518164,95;201611,13;12560525;3202728,1;#N/A
5950;0;6654793,03;74624,02;9583039,46;2693844,38;#N/A
5955;0;8025342,8;67792,54;9617171,92;2889922,53;#N/A
5960;0;1208341,66;0;110353,62;1174539,8;#N/A
5964;0;2543546,38;0;45160;2538372,02;L
5977;0;1300482,96;85235,15;335479,8;1225692,4;C
5987;0;1300482,96;85235,15;335479,8;1225692,4;#N/A
5993;0;1339486,75;95116,52;332740,08;1280659,97;#N/A
6016;0;4579999,86;0;5951177,34;4123527,22;#N/A
6029;0;34373037,2;5235232,56;71343001,72;21020530,74;C
6035;1;45120660;9602325,38;84331836,7;25438288,3;C
6044;1;49567799,9;12349517,8;99592660,8;27793301,2;C
6047;1;49567799,9;12349517,8;99592660,8;27793301,2;C
6063;0;10464307,7;60152,5;4597901,92;4261209,87;#N/A
6065;0;10476866,19;686488,6;27041177,26;4660398,34;G
6065;1;12848172,2;953554,42;26544836,6;5389883,15;G
6068;0;4806420,5;788975,85;4975396,34;3876944,94;#N/A
6082;0;2949568,82;0;50696,96;1677676,05;#N/A
6085;0;9718643,62;523578,01;11811229,29;8244210,37;G
6096;0;1326588,65;1330,01;106205;1179653,59;#N/A
6098;0;1395938,63;26671,27;98400;1195125,24;#N/A
6098;0;1327322,35;5101,48;103600;1186761,92;#N/A
6098;0;1276313,85;20022,46;118806,93;1192013,28;#N/A
6105;0;1326588,65;1330,01;106205;1179653,59;#N/A
6116;0;1585630,72;109882,95;498227,07;1115902,11;G
6123;0;9771690,59;58801,95;2934000,89;6723095,82;#N/A
6126;0;9178067,73;65789,37;2699491,9;6612275,42;#N/A
6133;0;12079201,04;742104,64;10311563,78;7091503,24;C
6133;1;19871785,4;489497,96;11512666,6;14532722,2;C
6135;0;12222068,5;8519,82;6673502,01;9526280,02;C
6136;0;12570910,1;587246,86;7055622,4;9511272,61;#N/A
6147;0;1987729,07;231945,05;3102086,54;1559988,21;#N/A
6151;0;1717862,98;89901,9;2913776,24;1408144,68;#N/A
6151;0;1987729,07;231945,05;3102086,54;1559988,21;#N/A
6151;0;1893923,5;0;2557032,81;1455979,25;#N/A
6159;0;1099844,96;0;794902,61;-69987,86;#N/A
6163;0;7845334,06;0;312730,38;1036772,53;#N/A
6164;0;9530377,57;-216517,99;14997328,82;5038325,46;G
6179;1;10796534,1;945655,97;11780892,8;5531931,26;#N/A
6180;1;10540827,2;1085902,05;11290539,3;5292275,38;#N/A
6181;1;9752770,99;1013089,38;11659374,1;5604901,37;#N/A
6188;1;10014428,1;973107,14;12152534,6;5011710,28;#N/A
6194;0;1282880,48;0;1190618,6;102372,73;#N/A
6199;0;3778826,74;0;105285,8;3153019,4;#N/A
6200;0;3778826,74;0;105285,8;3153019,4;#N/A
6238;0;2246781,78;0;2405764,62;1044474,24;#N/A
6250;0;3491452,7;78004,85;2357901,59;1182409,87;L
6251;0;3491452,7;78004,85;2357901,59;1182409,87;#N/A
6251;0;2246781,78;0;2405764,62;1044474,24;#N/A
6252;0;3135030,79;421952,16;3969538,74;1234518,71;N
6281;0;3306463,57;356245,61;3746404,58;1744993,48;#N/A
6284;0;3306463,57;356245,61;3746404,58;1744993,48;#N/A
6284;0;3313686,52;446103,34;4548081,58;1997602,56;#N/A
6286;0;3306463,57;356245,61;3746404,58;1744993,48;#N/A
6294;0;1149612,97;31992,43;3064127,4;575422,92;G
6298;0;1168747,02;90993,91;2167817,41;636295,87;#N/A
6298;0;2504491,07;44387,15;126975,97;2001750,16;#N/A
6299;0;48516756,56;-5182125,98;9538988,72;4126160,24;C
6301;0;49838668,4;8879,72;6232145,7;5704078,4;#N/A
6302;0;2504491,07;44387,15;126975,97;2001750,16;#N/A
6304;0;1153980,84;39127,38;1484829,76;976005,28;Q
6307;0;56748348,5;0;5272747,8;6153826,77;#N/A
6308;0;1130196,05;48588,58;1104610,5;952328,49;#N/A
6323;0;56748348,5;0;5272747,8;6153826,77;#N/A
6327;0;1075696,69;46660,48;971215,26;790489,55;#N/A
6354;0;1153980,84;39127,38;1484829,76;976005,28;#N/A
6359;0;1075696,69;46660,48;971215,26;790489,55;#N/A
6370;1;47917113,7;12396167,4;52936083,9;35526173,9;C
6371;1;45600758,5;11393475,3;54524683,7;31218291,6;#N/A
6389;1;45600758,5;11393475,3;54524683,7;31218291,6;#N/A
6394;1;45600758,5;11393475,3;54524683,7;31218291,6;#N/A
6409;0;2587086,29;0;1124932,23;1406035,58;H
6414;0;2770058,38;0;1210633,99;1571500,02;H
6420;0;2770058,38;0;1210633,99;1571500,02;#N/A
6420;0;1271434,98;141269,26;1193618,51;465156,52;#N/A
