EXPMUESTRA;BIG4;ACTIVOS;UTILIDAD;VTAS;PAT;RAMA
6421;0;2901704,64;0;1602817,59;1495372,48;#N/A
6423;0;2587086,29;0;1124932,23;1406035,58;#N/A
6430;0;2587086,29;0;1124932,23;1406035,58;#N/A
6434;0;8381053,99;97894,32;7845340,82;5070506,48;Q
6446;0;8148730,65;269377,62;9940763,1;5132255,11;#N/A
6449;1;5238931,09;74910,92;12325488,7;874687,98;F
6453;0;4389244,6;0;9758617,85;314562,75;#N/A
6454;1;5894596,25;50593,85;13544828,7;905136,71;C
6455;1;5238931,09;74910,92;12325488,7;874687,98;#N/A
6470;0;5107928,89;41466,29;96971,38;4998243,76;#N/A
6471;0;6514800,1;5436098,03;5492976,77;6514800,1;#N/A
6473;1;4973689,46;0;10522194;396214,72;#N/A
6478;0;3243115,1;357739,59;1086933,71;2979070,18;N
6478;0;3379094,89;243487;970732,64;3096492,34;N
6492;0;4389244,6;0;9758617,85;314562,75;H
6497;0;3379094,89;243487;970732,64;3096492,34;H
6501;0;3060564,17;537782,42;1229685,12;2734486,46;#N/A
6517;0;1052311,07;30051,23;3385292,66;574175,34;K
6529;0;1092969,43;35833,56;3616232,85;62637,27;C
6530;0;3060564,17;537782,42;1229685,12;2734486,46;N
6531;0;1052311,07;30051,23;3385292,66;574175,34;N
6535;0;1052311,07;30051,23;3385292,66;574175,34;H
6541;0;4389244,6;0;9758617,85;314562,75;H
6543;1;18130732,6;695609,43;35825419,9;7802242,45;F
6549;1;12010462,8;15971,56;13263649;7012187,99;H
6551;1;12010462,8;15971,56;13263649;7012187,99;#N/A
6557;0;1633003,87;0;3076303,25;1419375,3;#N/A
6559;1;13569513;0;10843791,8;6996216,43;C
6563;1;12010462,8;15971,56;13263649;7012187,99;#N/A
6564;0;1282859,23;0;3152233,15;1211773,9;H
6565;1;13569513;0;10843791,8;6996216,43;H
6568;0;1282859,23;0;3152233,15;1211773,9;H
6572;1;13569513;0;10843791,8;6996216,43;#N/A
6582;0;2657500,05;0;318000;470078,8;F
6588;0;7319384,05;68487,77;2091534,4;6432083,69;L
6589;0;7577028,92;0;2398928,98;6362682,36;#N/A
6590;0;7319384,05;68487,77;2091534,4;6432083,69;#N/A
6594;0;7337538,51;8489,61;2188011,6;6357314,95;#N/A
6599;0;7319384,05;68487,77;2091534,4;6432083,69;H
6600;0;7825347,01;128919,24;2357963,85;6471678,18;#N/A
6611;0;7577028,92;0;2398928,98;6362682,36;#N/A
6625;0;1257146,4;678,04;4204242,43;1242364,14;#N/A
6633;0;1257146,4;678,04;4204242,43;1242364,14;L
6640;0;1292956,89;202153,52;1834373,79;530007,08;Q
6643;0;1225232,35;215893,41;1822131,65;484327,59;#N/A
6646;0;1152344,8;276213,29;1852107,65;530270,39;H
6647;0;1219837,57;304812,05;1796293,73;615835,51;G
6650;0;1219837,57;304812,05;1796293,73;615835,51;#N/A
6663;0;2360143,96;378569,45;5967345,36;831244,22;I
6664;0;2162686,59;260826,21;5453493,86;790498,43;#N/A
6667;0;2360143,96;378569,45;5967345,36;831244,22;#N/A
6672;0;2237066,09;438175,43;6310796,87;858350,83;#N/A
6674;0;2237066,09;438175,43;6310796,87;858350,83;#N/A
6679;0;1244015,92;70668,78;1840963,89;416429,81;H
6729;0;8442037,34;140462,84;8572255,65;2837349,32;#N/A
6730;1;9741386,29;933928,33;13725677,7;2994361,06;#N/A
6737;0;1543412,66;115978,61;1304489,4;1175509,96;G
6740;0;1364402,91;174831,4;2700256,89;1103152,94;#N/A
6742;0;1364402,91;174831,4;2700256,89;1103152,94;H
6755;0;1026372,24;0;1169665,36;83086,48;#N/A
6761;0;1010284,66;292080,62;2279599,67;415214,72;G
6761;0;1567451,84;0;1614773,29;560882,74;G
6780;0;1890440,94;7239,62;2126478,63;1624377,48;#N/A
6791;0;3994661,03;145457,29;10297252,9;1633042,35;C
6812;0;1194747;117817,37;4817286,48;151875,82;#N/A
6815;0;1184289,55;72270,5;4837554,53;173265,33;H
6816;0;1122749,9;23161,55;4746256,14;78752,91;#N/A
6821;1;58858161,3;2186636,34;52303392,6;16574028,7;N
6825;1;49959434,2;1829657,16;58161817,9;16884758,9;L
6828;1;51281523,5;1406862,12;54083110,8;15727030,9;N
6830;1;51281523,5;1406862,12;54083110,8;15727030,9;F
6832;1;51281523,5;1406862,12;54083110,8;15727030,9;H
6835;0;1177941,7;64363,74;218511,47;625761;G
6836;1;51281523,5;1406862,12;54083110,8;15727030,9;C
6843;0;1177941,7;64363,74;218511,47;625761;#N/A
6849;0;3123031,34;143435,17;3364465,5;626649,32;M
6850;0;3123031,34;143435,17;3364465,5;626649,32;#N/A
6855;0;2202410,57;21096,82;182206,27;1028891,32;N
6856;0;3414106,64;20319,77;451911,13;1020810,42;#N/A
6861;0;1498002,61;6842,27;928047,71;966470,69;#N/A
6865;0;3414106,64;20319,77;451911,13;1020810,42;#N/A
6868;0;3414106,64;20319,77;451911,13;1020810,42;#N/A
6878;0;1498002,61;6842,27;928047,71;966470,69;#N/A
6881;0;1498002,61;6842,27;928047,71;966470,69;#N/A
6881;0;2202410,57;21096,82;182206,27;1028891,32;#N/A
6885;0;1498002,61;6842,27;928047,71;966470,69;K
6887;0;1885094,78;240333,85;6750672,33;970499,07;#N/A
6891;0;1951026,72;252714,69;6301690,47;954191,17;#N/A
6892;0;1951026,72;252714,69;6301690,47;954191,17;#N/A
6894;0;1951026,72;252714,69;6301690,47;954191,17;#N/A
6908;0;1951026,72;252714,69;6301690,47;954191,17;#N/A
6918;0;1244581,32;60687,66;2026317,66;1145000,21;#N/A
6920;0;1478409,65;0;1168426,02;389483,48;G
6921;0;1478409,65;0;1168426,02;389483,48;#N/A
6924;0;1474000,86;95317,32;1851194,03;486384,45;H
6925;0;1395984,72;4632,59;1338060,52;484243,61;F
6934;0;1395984,72;4632,59;1338060,52;484243,61;#N/A
6949;0;1491475,3;21652,42;1289098,98;508032,76;P
6952;0;2121066,13;0;56706,93;1340403,24;#N/A
6960;0;1395984,72;4632,59;1338060,52;484243,61;M
6961;0;1395984,72;4632,59;1338060,52;484243,61;#N/A
6965;0;1395984,72;4632,59;1338060,52;484243,61;G
6967;0;1395984,72;4632,59;1338060,52;484243,61;N
6967;0;1742857,29;0;48103,2;1320498,25;N
6968;0;2121066,13;0;56706,93;1340403,24;J
6968;0;1742857,29;0;48103,2;1320498,25;J
6969;0;1153351,03;135194,35;1005974,15;746090,41;#N/A
6971;0;2285217,38;8238,98;1298633,74;604877,99;N
6973;0;1886390,61;0;1279167,22;600492,46;#N/A
6975;0;2285217,38;8238,98;1298633,74;604877,99;N
6980;0;2285217,38;8238,98;1298633,74;604877,99;N
6980;0;1886390,61;0;1279167,22;600492,46;N
6980;0;1742857,29;0;48103,2;1320498,25;N
6982;0;2285217,38;8238,98;1298633,74;604877,99;C
6982;0;1857683,97;30977,53;1392910,23;455809,83;C
6992;0;1886390,61;0;1279167,22;600492,46;R
6995;0;2364104,62;129803,64;788624,63;1802694,26;M
6996;0;2589821,5;55405,31;656032,39;1659898,7;A
7007;0;2364104,62;129803,64;788624,63;1802694,26;#N/A
7023;1;32784410,1;415753,27;33498646,6;11288626,2;#N/A
7023;1;35951049,3;1790807,71;33495515,4;13218536,5;#N/A
7030;1;88139459;5160541,54;127440999;49048087,6;#N/A
7032;1;111018442;7864245,62;150691518;45476404,3;#N/A
7037;1;70107697,5;0;44854269;37430423,3;#N/A
7044;1;149943958;2070949,51;55105092,1;109748519;#N/A
7051;1;5522873,87;784658,64;16491871,4;2207001,8;#N/A
7069;0;2507477,89;0;2066317,12;1471114,5;N
7073;0;3605331,99;252281,2;3019960,27;2273793,98;#N/A
7082;0;1383703,02;33666,03;368333,36;1260666,86;#N/A
7094;1;29028244,9;346458,71;14517171,7;5576164,17;#N/A
7097;1;20326568,8;1376867,69;15508062;5652829,66;#N/A
7108;1;35277591,7;3103269,1;38965021,1;13762466,1;#N/A
7112;1;35277591,7;3103269,1;38965021,1;13762466,1;J
7116;1;35277591,7;3103269,1;38965021,1;13762466,1;#N/A
7126;0;1061709,75;132474,56;1981287,34;162189,16;G
7129;1;38020182;283710,33;30447955,6;13871057,3;C
7129;1;34315479,6;845517,64;28838745,8;14017806,2;C
7130;1;38223488,9;1698578,08;34946841,4;13787814,1;J
7134;0;3451436,78;590372,43;6472883,24;3272766,4;F
7139;0;3451436,78;590372,43;6472883,24;3272766,4;#N/A
7144;1;11079264,8;604021,02;23361379,2;4987957,69;M
7150;1;12885223,5;990063,6;28136906,3;4886881,71;#N/A
7151;1;12937593,9;1068310,94;25170757,9;4621032,47;#N/A
7153;1;12885223,5;990063,6;28136906,3;4886881,71;C
7155;1;670839874;75220629,4;945913241;396236666;#N/A
7155;1;680248229;65593560,5;995818210;410601944;#N/A
7160;1;659150736;45994517,6;922878168;429367101;#N/A
7161;1;680248229;65593560,5;995818210;410601944;#N/A
7164;1;664921211;68299128;934741410;439915955;#N/A
7168;1;659150736;45994517,6;922878168;429367101;#N/A
7178;1;7272506,72;886690,44;10382664,6;2481846,46;L
7181;0;7225459,99;683173,09;9563178,43;2920616,69;F
7186;0;2184344,57;332694,08;386252,48;2130722,82;#N/A
7188;0;2184344,57;332694,08;386252,48;2130722,82;#N/A
7194;0;2184344,57;332694,08;386252,48;2130722,82;#N/A
7194;0;2184344,57;332694,08;386252,48;2130722,82;#N/A
7198;0;3534450,96;0;416491,75;2801524,85;#N/A
7201;0;5665998,49;367021,01;6481124,73;2033651,58;G
7202;0;6928754,27;569528,37;6510331,82;2303200,13;#N/A
7207;0;4192283,42;154063,87;1355269,46;3504219,36;G
7208;0;4192283,42;154063,87;1355269,46;3504219,36;#N/A
7217;1;45225343,9;34459375,9;143503600;2926813,95;I
7218;1;65836132,37;4802204,84;75352589,6;8703121,49;C
7218;1;33511642,3;1120572,03;39793289,7;5828420,41;C
7222;1;40783479,6;0;40122005,3;4375,42;#N/A
7228;1;51991371,7;1632618,74;49921549,6;5921380,61;#N/A
7229;1;40783479,6;0;40122005,3;4375,42;#N/A
7230;1;139882050;0;128909018;12927738,6;C
7240;1;16630673,7;2676777,23;28206875,3;8015956,15;#N/A
7243;1;9470031,59;1609,75;11018453,3;6521762,2;#N/A
7245;1;9470031,59;1609,75;11018453,3;6521762,2;#N/A
7246;0;9845931,76;53768,47;8653174,46;5854647,43;#N/A
7248;0;2294999,14;135468,86;2329631,74;87957,93;N
7250;0;1649865,82;41177,23;1582263,96;426957,53;#N/A
7251;0;1649865,82;41177,23;1582263,96;426957,53;C
7252;0;1956225,37;150281,27;3158924,94;161791,33;#N/A
7284;0;7545306,86;354825,57;519569,04;3925309,7;#N/A
7295;1;83272468,1;3413467,33;76803132,1;66386968,5;#N/A
7297;1;83272468,1;3413467,33;76803132,1;66386968,5;L
7300;1;138637190;7391505,8;276754499;33291979,7;C
7305;0;1531146,88;0;2200;1299393,91;#N/A
7324;0;2535087,02;688424,72;2496593,37;1849549,39;#N/A
7325;0;3112442,16;929867,31;2623851,47;2163083,01;#N/A
7340;0;4736924,81;0;79541,13;4636921,62;#N/A
7345;0;12692172;103921,01;5024185,58;8327495,4;I
7347;1;5898152,44;511336,5;13573875,25;2672804,06;C
7356;0;2157155,59;0;1083672,87;551787,27;#N/A
7363;0;1973401,31;0;40414,02;1890464,94;#N/A
7373;0;3020154,95;0;2573475,16;1337925,13;#N/A
7383;0;1903014,85;954978,7;1043805,9;1363521,44;G
7384;0;1829844,36;1075124,19;1177540,61;1481461,61;#N/A
7385;0;1829844,36;1075124,19;1177540,61;1481461,61;#N/A
7387;0;1903014,85;954978,7;1043805,9;1363521,44;#N/A
7389;0;1829844,36;1075124,19;1177540,61;1481461,61;#N/A
7391;0;1903014,85;954978,7;1043805,9;1363521,44;#N/A
7392;0;2344899,47;537143,4;804505,04;1435938,74;#N/A
7399;0;1408052,98;8446,28;160569,63;345462,02;G
7402;1;38242283,4;2008435,56;14893097,8;28658514,2;#N/A
7432;0;1804959,47;15071,76;798454,77;430793,52;#N/A
7444;0;1925140,71;33020,01;1098518,29;418486,12;L
7454;0;1996644,36;24206,04;871586,92;427978,88;#N/A
7456;0;1925140,71;33020,01;1098518,29;418486,12;#N/A
7458;0;1925140,71;33020,01;1098518,29;418486,12;G
7465;0;1693416,46;40840,15;1121540,09;455591,01;#N/A
7468;0;1925140,71;33020,01;1098518,29;418486,12;#N/A
7468;0;1693416,46;40840,15;1121540,09;455591,01;#N/A
7474;1;87121845,9;4108744,43;70369707,9;46286278,2;I
7475;1;87121845,9;4108744,43;70369707,9;46286278,2;#N/A
7477;1;87612875,2;4366824,38;61759980,8;50561747,4;#N/A
7487;1;87612875,2;4366824,38;61759980,8;50561747,4;#N/A
7497;1;6798380,53;580514,01;15812753,5;2239096,32;C
7500;1;6993579,52;157613,1;12037715,6;2562657,41;#N/A
7502;0;2258830,9;0;148726,77;2146123,8;R
7503;0;2258830,9;0;148726,77;2146123,8;J
7515;1;12628742,8;2081120,01;13902754,6;9145623,22;G
7516;1;12331674,4;818465,63;12366499,7;8200582,64;F
7521;1;13295648,8;2041602,45;15912684,4;8375719,64;#N/A
7521;1;12331674,4;818465,63;12366499,7;8200582,64;#N/A
7525;0;3237292,84;101408,28;238975,6;3189105,73;#N/A
7535;0;3393770,11;116999,56;280925,16;3365013,06;#N/A
7538;0;1174550,15;107271,46;316763,18;1152810,06;#N/A
7540;0;3393770,11;116999,56;280925,16;3365013,06;#N/A
7542;0;1174550,15;107271,46;316763,18;1152810,06;#N/A
7546;0;6185182,18;361689,98;4216420,52;4538789,33;#N/A
7549;0;6185182,18;361689,98;4216420,52;4538789,33;#N/A
7552;0;6226398,75;340100,21;4279109,28;4490207,96;#N/A
7570;1;14678600,1;2704730,36;20564511,8;7882747,54;#N/A
7571;1;14678600,1;2704730,36;20564511,8;7882747,54;#N/A
7573;1;15321251,1;1146689,97;16537396,4;9221478,64;#N/A
7577;1;15321251,1;1146689,97;16537396,4;9221478,64;L
7598;1;15321251,1;1146689,97;16537396,4;9221478,64;#N/A
7598;1;15321251,1;1146689,97;16537396,4;9221478,64;#N/A
7599;1;26949485,1;549288,05;23331269,1;10265274,4;A
7604;1;26949485,1;549288,05;23331269,1;10265274,4;#N/A
7605;1;20589627,7;734324,05;17119904,8;9532266,79;#N/A
7610;1;23457615,2;1352207,16;25557785,2;10224505;#N/A
7611;1;23457615,2;1352207,16;25557785,2;10224505;L
7619;0;2866719,88;5417,66;253706,38;1677902,78;#N/A
7624;0;2977283,3;10514,33;301009,81;1671714,18;C
7635;0;16286924,8;1644289,85;9668098,18;14498550,9;#N/A
7645;0;1132061,06;21927,74;123716,23;973999,41;H
7652;0;1160682,35;13456,67;104863,58;987561,75;#N/A
7656;0;1160682,35;13456,67;104863,58;987561,75;#N/A
7668;0;3504645,7;142807,73;483033,54;1574898,74;M
7692;0;1208117,44;124802,04;747691,26;829461,9;#N/A
7700;0;10447681,88;1142684,06;11957850,07;4679721,02;C
7702;1;13797863,4;1660940,56;14450701,9;6336633,42;#N/A
7702;1;16418892,7;2377663,27;16367290,6;8625798,33;#N/A
7709;1;15086593,7;1247584,58;13773094,5;7320494,08;#N/A
7711;1;16418892,7;2377663,27;16367290,6;8625798,33;#N/A
7723;1;24951189,6;4793931,36;21207570,1;18705556,5;#N/A
7734;0;5587769,1;0;270124,96;4136034,96;#N/A
7739;0;5473793,87;0;260121,38;3801742,13;#N/A
7745;1;89817119,82;1924057;117789852,8;30895755,65;C
7751;1;10688727,4;180280;13491033,3;8030107,12;#N/A
7751;1;13644495,5;274946,23;13324540,8;8247509,17;#N/A
7763;0;71226292,59;5935926,07;35404757,4;64250129,9;B
7763;1;96968855,1;0;11371416,8;91790628;B
7772;0;4342684,69;12158,38;3650962,07;1294342,43;N
7775;0;4060125,32;66342,88;3664025,71;1456635,6;#N/A
7777;0;3998892,68;178914,33;4830098,26;1408442,8;#N/A
7778;0;4060125,32;66342,88;3664025,71;1456635,6;H
7779;0;4342684,69;12158,38;3650962,07;1294342,43;#N/A
7784;0;3998892,68;178914,33;4830098,26;1408442,8;#N/A
7794;0;3998892,68;178914,33;4830098,26;1408442,8;#N/A
7797;0;4167866,07;64093,18;3859402,87;1625583,44;#N/A
7802;0;4060125,32;66342,88;3664025,71;1456635,6;#N/A
7806;0;3998892,68;178914,33;4830098,26;1408442,8;L
7818;0;4342684,69;12158,38;3650962,07;1294342,43;#N/A
7819;0;4167866,07;64093,18;3859402,87;1625583,44;#N/A
7820;0;4167866,07;64093,18;3859402,87;1625583,44;#N/A
7828;0;4342684,69;12158,38;3650962,07;1294342,43;L
7830;0;3998892,68;178914,33;4830098,26;1408442,8;#N/A
7844;0;5767605,92;41021,43;2083939,45;-2984,14;#N/A
7847;0;3998892,68;178914,33;4830098,26;1408442,8;#N/A
7854;0;5767605,92;41021,43;2083939,45;-2984,14;G
7855;0;3998892,68;178914,33;4830098,26;1408442,8;#N/A
7873;0;1993029,43;178864,37;2707101,58;943591,41;#N/A
7880;0;1993029,43;178864,37;2707101,58;943591,41;#N/A
7881;0;1993029,43;178864,37;2707101,58;943591,41;#N/A
7882;0;1993029,43;178864,37;2707101,58;943591,41;A
7884;0;1993029,43;178864,37;2707101,58;943591,41;#N/A
7885;0;1363204,94;0;589429,85;318989,59;J
7885;0;1993029,43;178864,37;2707101,58;943591,41;J
7905;0;1363204,94;0;589429,85;318989,59;L
7914;0;1363204,94;0;589429,85;318989,59;L
7915;0;2860707,66;198575,23;373800;1590758,6;L
7916;0;2860707,66;198575,23;373800;1590758,6;#N/A
7920;0;2693925,35;234620,15;305027,26;1753978,56;C
7924;0;2685930,45;53131,31;98418,88;2531141,93;#N/A
7927;0;2860707,66;198575,23;373800;1590758,6;#N/A
7928;0;2685930,45;53131,31;98418,88;2531141,93;C
7928;0;2860707,66;198575,23;373800;1590758,6;C
7928;0;1092234;249401,17;4542779,57;461874,26;C
7930;0;2685930,45;53131,31;98418,88;2531141,93;#N/A
7930;0;1013545,2;304960,14;4610181,48;660802,49;#N/A
7940;0;4089960,87;0;5414330,37;2249021,8;B
7942;0;1013545,2;304960,14;4610181,48;660802,49;G
7946;0;4087605,89;0;5816389,6;2062833,34;A
7962;0;2640906,75;221923,6;7050318,71;719909,07;#N/A
7974;0;2406789,1;52325,26;5166816,46;250405,37;#N/A
7974;0;5311248,12;76615,5;6545670,95;755523,12;#N/A
7981;0;3882643,39;472013,82;8645792,05;651617,12;#N/A
7986;0;2406789,1;52325,26;5166816,46;250405,37;#N/A
7988;0;2640906,75;221923,6;7050318,71;719909,07;#N/A
7991;0;2640906,75;221923,6;7050318,71;719909,07;#N/A
7993;0;2406789,1;52325,26;5166816,46;250405,37;#N/A
7993;0;2640906,75;221923,6;7050318,71;719909,07;#N/A
7994;0;2640906,75;221923,6;7050318,71;719909,07;#N/A
7995;0;3882643,39;472013,82;8645792,05;651617,12;A
8005;0;2772815,3;1255394,12;5630665,05;1923490,03;C
8010;0;2772815,3;1255394,12;5630665,05;1923490,03;#N/A
8011;0;3769623,69;1546476,75;5988582,69;2339646,42;#N/A
8012;0;2772815,3;1255394,12;5630665,05;1923490,03;#N/A
8021;1;170147635;46374754;262015731;119607448;#N/A
8021;1;341525626;26098274,9;234447728;132367200;#N/A
8026;1;499778486;4096727,99;138524675;101788958;#N/A
8028;1;170147635;46374754;262015731;119607448;#N/A
8067;1;24042357,4;5986162,2;42341388,8;12409348,5;C
8072;1;29329668,7;5150322,21;35551865,9;22119898,2;#N/A
8076;1;25806827,9;5151155,61;35827427,4;18330119,7;F
8080;1;22127439,4;4608977,86;40028294,1;15004186,1;#N/A
8084;1;29329668,7;5150322,21;35551865,9;22119898,2;#N/A
8086;1;22127439,4;4608977,86;40028294,1;15004186,1;#N/A
8094;0;2417092,65;48493,14;275541,35;2340047,77;L
8098;0;1111452,87;27567,92;824175,1;222890,7;J
8101;0;1111452,87;27567,92;824175,1;222890,7;#N/A
8126;0;4900989,92;384390,43;4621028,55;1825114,08;#N/A
8134;0;3184146,92;498716,64;4132360,02;1371575,64;#N/A
8134;0;3544164,35;228854,03;3971029,78;1651874,22;#N/A
8137;0;3184146,92;498716,64;4132360,02;1371575,64;#N/A
8138;0;3544164,35;228854,03;3971029,78;1651874,22;#N/A
8145;0;3359036,55;0;4554439,5;1429882,23;J
8160;1;16001239;415051;27743707,6;12552705,3;G
8167;1;36950064,4;16887546,6;92414952,2;22992907,3;#N/A
8172;0;3299697,52;899243,68;3974882,88;2130428,05;#N/A
8173;0;3299697,52;899243,68;3974882,88;2130428,05;#N/A
8176;0;3299697,52;899243,68;3974882,88;2130428,05;#N/A
8180;0;3107267,02;849154,85;4000948,38;1919750,35;#N/A
8195;0;2914251,65;433089,48;2606363,02;1874232,67;#N/A
8198;0;3276300,78;725299,76;4013876,56;2033819,51;#N/A
8206;0;3107267,02;849154,85;4000948,38;1919750,35;#N/A
8211;0;3107267,02;849154,85;4000948,38;1919750,35;#N/A
8219;0;2914251,65;433089,48;2606363,02;1874232,67;#N/A
8223;0;3299697,52;899243,68;3974882,88;2130428,05;#N/A
8226;0;3276300,78;725299,76;4013876,56;2033819,51;#N/A
8227;0;3276300,78;725299,76;4013876,56;2033819,51;#N/A
8235;1;4884128,95;1126567,53;13457010,7;1222633,89;C
8239;1;6717287,7;1120669,9;16599553;1354008,45;#N/A
8240;1;4884128,95;1126567,53;13457010,7;1222633,89;#N/A
8241;1;5942360,86;956848,97;13414104,4;1123959,64;L
8243;1;5942360,86;956848,97;13414104,4;1123959,64;#N/A
8247;0;50960162,55;1102499,42;21607994,69;32582373,56;I
8254;1;5942360,86;956848,97;13414104,4;1123959,64;#N/A
8271;0;1123350,9;0;139355,2;464152,23;#N/A
8271;1;5942360,86;956848,97;13414104,4;1123959,64;#N/A
8278;0;2208525,08;47579,84;6683934,11;234817,18;#N/A
8278;0;1532717,94;2706,31;3114652,45;84698,51;#N/A
8280;0;2126552,99;0;2527313,05;31595,87;#N/A
8284;0;1571380,55;0;3329283,35;119557,25;#N/A
8289;0;2126552,99;0;2527313,05;31595,87;#N/A
8294;0;2208525,08;47579,84;6683934,11;234817,18;#N/A
8297;0;2208525,08;47579,84;6683934,11;234817,18;#N/A
8307;0;2208525,08;47579,84;6683934,11;234817,18;#N/A
8332;0;1532717,94;2706,31;3114652,45;84698,51;#N/A
8334;0;2208525,08;47579,84;6683934,11;234817,18;#N/A
8339;0;1532717,94;2706,31;3114652,45;84698,51;#N/A
8341;0;1571380,55;0;3329283,35;119557,25;#N/A
8356;0;1009342,44;4154,44;370610;218829,44;#N/A
8369;1;9012162,09;2351629,81;20458045,1;4929287,4;L
8371;1;9012162,09;2351629,81;20458045,1;4929287,4;#N/A
8374;0;1866660,77;4557,14;1525400,27;644394,41;L
8376;1;18152300,8;1322283,02;19325076,3;5716696,78;#N/A
8381;1;7794150;0;13247413,7;-6328920,3;#N/A
8384;1;18152300,8;1322283,02;19325076,3;5716696,78;G
8388;1;7794150;0;13247413,7;-6328920,3;#N/A
8413;0;3806408,92;105670,78;887683,21;2687899,01;C
8415;1;10602634,1;319174,81;12867360,5;4128610,24;#N/A
8422;1;10602634,1;319174,81;12867360,5;4128610,24;#N/A
8425;0;5928848,84;3582,18;236590,64;1134386,66;L
8427;1;17533365,6;1057023,19;26761419,6;7057052,3;C
8428;1;14337318,9;685467,18;25320583,7;4390761,58;#N/A
8432;1;17533365,6;1057023,19;26761419,6;7057052,3;#N/A
8438;1;17533365,6;1057023,19;26761419,6;7057052,3;A
8445;0;2476780,32;0;553894,5;-73562,82;#N/A
8452;0;1862518,42;183749,81;283844,29;1861238,62;L
8458;0;1691946,9;81789,42;114978,69;1687981,32;L
8458;0;1862518,42;183749,81;283844,29;1861238,62;L
8464;0;1691946,9;81789,42;114978,69;1687981,32;#N/A
8468;0;1691946,9;81789,42;114978,69;1687981,32;#N/A
8470;0;1223084,77;298055,56;904374,41;1047791,08;#N/A
8471;0;5082934,01;315613,08;909450;1062701,25;#N/A
8475;0;1223084,77;298055,56;904374,41;1047791,08;L
8485;0;1223084,77;298055,56;904374,41;1047791,08;#N/A
8489;0;1034864,61;14321,53;90288;1027085,39;C
8510;0;3791581,58;19104,39;2772907,92;1837706,93;#N/A
8527;0;4009193,57;362548,05;5264279,95;2378608,6;#N/A
8528;0;4998170,25;11286,12;2331171,75;717254,35;#N/A
8550;0;4009193,57;362548,05;5264279,95;2378608,6;L
8555;0;4009193,57;362548,05;5264279,95;2378608,6;#N/A
8558;0;4722399,14;12100,38;2523193,51;716991,95;#N/A
8562;0;4722399,14;12100,38;2523193,51;716991,95;#N/A
8566;0;4998170,25;11286,12;2331171,75;717254,35;#N/A
8574;0;4722399,14;12100,38;2523193,51;716991,95;#N/A
8579;0;4722399,14;12100,38;2523193,51;716991,95;L
8585;0;4998170,25;11286,12;2331171,75;717254,35;#N/A
8588;0;4722399,14;12100,38;2523193,51;716991,95;#N/A
8608;1;17257212;1313824,36;20906024,6;6134265,18;A
8633;0;1258171,11;0;126276,34;1159319,29;F
8634;0;1470796,53;0;126912,2;1182011,97;#N/A
8634;0;1258171,11;0;126276,34;1159319,29;#N/A
8649;0;1046378,67;172405,97;1063002,07;399214,64;F
8650;0;1258171,11;0;126276,34;1159319,29;#N/A
8651;0;1258171,11;0;126276,34;1159319,29;#N/A
8653;0;1258171,11;0;126276,34;1159319,29;L
8656;0;1046378,67;172405,97;1063002,07;399214,64;#N/A
8657;0;1236550,33;321291,16;891708,08;639800,46;#N/A
8662;0;1258171,11;0;126276,34;1159319,29;#N/A
8679;0;1706681,82;2726,85;42000;1605914,68;L
8680;0;1732555,71;1573,89;42000;1608658,49;#N/A
8692;0;1732555,71;1573,89;42000;1608658,49;A
8696;0;2622070,8;4980,2;716668,32;1989902,68;#N/A
8710;0;2622070,8;4980,2;716668,32;1989902,68;#N/A
8730;0;3348714,9;905489,64;3487846,11;2272599,42;#N/A
8732;0;2622070,8;4980,2;716668,32;1989902,68;#N/A
8733;0;2622070,8;4980,2;716668,32;1989902,68;#N/A
8754;0;2622070,8;4980,2;716668,32;1989902,68;#N/A
8762;0;2622070,8;4980,2;716668,32;1989902,68;#N/A
8771;0;9928763,7;304253,93;5512773,67;4471269,35;#N/A
8772;0;9928763,7;304253,93;5512773,67;4471269,35;#N/A
8822;1;25037297,5;5248,65;10925318,5;21421550,3;C
8848;1;17256032,5;0;14743523,3;12625940,1;#N/A
8854;1;17256032,5;0;14743523,3;12625940,1;#N/A
8872;1;17256032,5;0;14743523,3;12625940,1;#N/A
8876;1;17256032,5;0;14743523,3;12625940,1;#N/A
8901;0;20631134,3;0;286418,95;11406517,4;A
8908;0;20631134,3;0;286418,95;11406517,4;#N/A
8987;0;1233047,06;0;53563;1095335,95;#N/A
8994;1;3324102,72;361549,58;6567532,65;1499171,62;I
8998;0;2777318,22;0;5322629,46;870391,76;J
9144;1;78759310,69;11989906,98;189611297,6;21631117,51;G
9283;1;43346005,25;5419647,88;52316059,37;11061447,88;G
9301;0;3627234,42;105741,99;5473561,77;1870028,88;G
9304;1;65806636,13;29137024;474936440,9;36591214,62;G
9631;0;22006707,47;-301841,05;15975106,98;4198801,21;A
9731;0;8539445,16;367848,13;10844918,41;2232339,28;C
10015;0;1519988,52;76167,84;9437233,96;101374,48;G
10469;0;15040608,72;753960,27;13502343,65;9791565,29;C
10532;1;360565675,1;28787292,67;262131132,8;173265885,9;F
10750;1;15152438,09;1288406,21;16982779,02;4727876,15;A
10887;0;23086249,64;22328,09;9492726,39;1371657,86;F
11539;0;3991005,13;193400,48;11812840,99;371177,28;G
11587;0;7830590,36;622313,29;11274620,46;3723336,48;G
11923;1;20740780,33;15516;39672885,64;12718941,66;G
11977;1;28514961,06;1012456,19;20526380,63;8754076,39;C
