EXPEDIENTE;TIPO;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
74804;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1967,93;1967,93;9216,44;-2142,31
717147;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1965,23;800;13600;0
164739;ANÓNIMA;DAULE;MICROEMPRESA;SOCIETARIO;4;1960;1960;2700;457,43
165628;ANÓNIMA;TARIFA;MICROEMPRESA;SOCIETARIO;5;1959,49;1959,49;0;0
704399;ANÓNIMA;ELOY ALFARO;MICROEMPRESA;SOCIETARIO;6;1958,5;1958,5;0;0
134529;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1953,65;1953,65;10400;512,03
19338;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1950,74;1950,74;0;0
174424;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1946,85;1167,87;9492,93;367,87
711449;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1944,65;1789,75;11180;821,98
118185;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1944,54;800;0;0
704596;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1943,15;1943,15;3967,15;-24,68
141581;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1941,37;1941,37;0;0
144494;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1941,03;1840,53;12680,55;930,52
100506;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1935,96;1919,7;4790,24;44,84
170753;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1935,49;1935,49;800;360,36
306989;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;1929,92;1734,66;385576,76;474,38
43680;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1927,64;1927,64;0;0
308308;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1922,64;869,74;1522,14;0
147544;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1921,68;-15098,33;60;22,5
303500;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1920,58;1920,58;0;-468,55
76816;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1920;1920;18900;67,83
714169;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1919,96;1890,53;5403,14;1090,53
176448;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1919,07;-8160,34;0;0
139121;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1915,21;1915,21;31;31
702806;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1914,28;299,94;1600;18,62
703711;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1909,29;1909,29;40656,63;542,24
718078;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1908,17;1590,66;96332,47;685,24
139637;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1906,5;812,48;7935,84;12,48
173965;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1901,76;1901,76;0;0
310942;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1901,41;1098,01;93378,76;298,01
113094;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1900;800;0;0
308134;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1899,7;1091,49;13485,1;621,57
713500;ANÓNIMA;ELOY ALFARO;MICROEMPRESA;SOCIETARIO;4;1899,05;838,61;0;0
135025;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1896,98;1896,98;10271,18;1096,98
149739;ANÓNIMA;BALZAR;MICROEMPRESA;SOCIETARIO;4;1893,05;1875,46;21036,07;99,66
307933;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1890,06;1549,67;82597,1;669,67
300299;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;24;1889,02;1418;4351,43;0
719284;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1888,97;-3193,48;13345,02;-3993,48
170031;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1888,61;-32270;12920;4022,32
63782;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1887,82;1887,82;7640;854,52
129430;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1885,1;1885,1;0;0
168549;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1882,15;1108,52;9055;233,22
141728;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1882,09;1880,63;0;-0,49
25787;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1877,76;1877,76;0;0
114838;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1873,37;1873,37;0;0
168395;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1873,02;1873,02;50;50
29144;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1872,53;1872,53;0;249
109346;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1870;1870;0;0
311693;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1867,93;1654,82;3793,98;777,11
701223;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1860;1860;3000;1060
718316;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1851,97;1000;0;0
178312;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1850,94;1400,94;0;0
62552;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1850;800;0;0
110678;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1842,36;1840,81;0;0
301962;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1842;1205,83;49411,76;-152,46
178143;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;3;1841,44;1841,44;0;-40108,64
303387;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1838,19;1212,56;21779,8;100
133077;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1831,61;1831,61;0;0
170322;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1831,57;1176,22;0;14,65
711894;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;1829,33;800;0;0
719543;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1826,52;1405,32;1000;605,32
60140;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1823,32;618,93;500;-6430,83
178851;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1816,78;998,87;0;0
709727;ANÓNIMA;GENERAL VILLAMIL;MICROEMPRESA;SOCIETARIO;4;1816;1810,5;1740;25
310656;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1815,83;-7938,61;0;-8938,61
107386;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;1811,2;808;0;0
308427;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1811,05;1732,09;10178,3;666,78
708494;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1810;800;0;0
308840;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1805,74;1691,52;5067,13;277,32
172913;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1803,11;800;745,75;0
310023;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1801,34;800;0;0
165701;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1801,28;1800,9;0;0
714942;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1801;1658;4650;507
182494;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1800,1;800;0;0
123008;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1800;1800;0;0
134964;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1800;800;0;0
180708;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1800;800;0;0
709431;ANÓNIMA;DAULE;MICROEMPRESA;SOCIETARIO;4;1800;1800;0;0
717288;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1800;800;0;0
717322;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1800;800;0;0
718746;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1800;800;1331,43;0
310328;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1799,92;1723,53;940,54;723,53
40540;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1799,6;1799,6;0;0
133624;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1799;751,95;0;-116,89
121348;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1797,23;1731,37;14400;233,52
105012;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1793,76;1793,76;0;0
311052;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;14;1790,63;834;2940;34
717163;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;6;1785,29;785,29;0;-214,71
304939;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1781,66;1781,66;12740;781,66
709511;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1781,03;1781,03;4768,5;181,03
312425;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1779,85;779,85;0;-20,15
709172;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1776,16;1694,51;50;10,26
310763;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1776,02;1559,76;6439,72;683,78
72424;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1775,46;1182,6;5422,51;182,6
175628;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1773,68;1726,57;29979,86;656,81
710463;ANÓNIMA;SANTA LUCIA;PEQUEÑA;SOCIETARIO;4;1773,12;729,2;157909,95;-2012,49
116349;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1772,49;1772,49;17790;-940,36
308466;ANÓNIMA;JUAN GOMEZ RENDÓN;MICROEMPRESA;SOCIETARIO;6;1770;920;110;110
180400;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1769,9;1725,11;0;0
123280;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1766,78;555,33;0;0
114324;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1765,73;1437,44;9148,39;0
312237;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1760;956;960;140,4
304457;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1753,33;1653,33;0;0
716471;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;1750,56;-1968,16;64294,67;-2768,16
176260;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1749,42;1589,47;14941,35;789,47
138904;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1747,36;1747,36;61940,07;4252,33
716600;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1744,71;1697,91;8581,33;897,91
301357;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1742,14;-4329,08;13399,09;-9701,97
106246;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1737,86;1737,86;0;0
304380;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1737,5;1063,18;10450;870
303076;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1737,14;1737,14;0;0
177696;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;0;1736,3;1656,3;0;0
149441;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1735,67;1735,67;0;1805,51
149872;ANÓNIMA;LOMAS DE SARGENTILLO;MICROEMPRESA;SOCIETARIO;4;1734,29;-8822,48;1631;-105,3
718381;ANÓNIMA;DAULE;MICROEMPRESA;SOCIETARIO;4;1733,85;922,8;2650;122,8
83220;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1733,33;-10867,43;0;-12427,22
40404;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1726,32;1726,32;0;0
307869;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1722,91;996,82;2135,3;196,82
309998;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1721,21;800;0;0
713375;ANÓNIMA;DAULE;MICROEMPRESA;SOCIETARIO;4;1720,35;879,17;15758;79,17
715215;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1718,64;254,31;4640;-545,69
310002;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1718,08;1404,1;4343,03;543,69
5742;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1716,82;-725,2;0;-4173,66
113793;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1713,6;1713,6;0;0
706863;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1712,12;619,3;0;0
712360;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1712,1;-10716,98;902,5;-11516,98
27844;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1710,19;1447,03;0;0
167658;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1708,46;1590,08;32705;243,3
69350;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1707,74;213,16;0,01;0,01
71179;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1706,46;-2092,88;2255;-2892,88
720392;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1702,48;800;0;0
144985;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1702,09;1702,09;22901,47;1347,47
128528;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1701,41;1701,41;0;-217,44
22657;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1700;1150;1000;750
304679;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1700;594,92;0;-124,44
708341;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1700;1700;8400;900
84904;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1692;623,4;0;-50
714095;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1688,16;1436;35178,7;636
703510;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;0;1683,38;1562,18;50866,14;762,18
119620;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1680,9;1678,38;1480;7,56
308198;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1680,56;1294,9;13750,1;98,26
57592;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1678;1678;0;0
58583;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1677,97;1677,97;0;0
143994;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1676,56;1676,56;0;0
312004;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1676,28;1135,86;0;-864,14
41363;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1675,08;1384,08;0;0
700871;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1672,95;908,99;6330;18,95
180974;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1671,24;1363,58;1400;0
712631;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;20;1670;1670;0;0
310516;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1668,22;1183,15;21421,45;383,15
84860;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1667,81;1667,81;0;0
63098;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1667;800;0;0
300340;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1663,09;1493,22;0;412,81
712124;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;7;1662,03;1412,03;1697,03;212,03
704215;RESPONSABILIDAD LIMITADA;NARANJAL;MICROEMPRESA;SOCIETARIO;1;1655,17;1020,4;6968,95;20,4
175142;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1651,09;316,54;0;0
58292;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1648,18;644,06;0;0
709463;ANÓNIMA;SAN JACINTO DE YAGUACHI;MICROEMPRESA;SOCIETARIO;32;1646,79;780,51;85519,87;269,22
307583;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1646,5;800;97284,49;0
708707;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1643,59;1643,59;13500;0
134242;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;6;1642,76;-27530,04;0;0
100041;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1640,3;1640,3;0;0
720848;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;1636;800;0;0
715219;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1635,13;1536,68;2610,48;591,92
307684;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;0;1634,21;823,05;2077,85;0
124412;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1634,14;835,83;0;0
310350;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1625,58;567,65;2773;167,65
172807;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1620,29;800;0;0
311321;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1618,27;892,4;1785,71;83,16
721000;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1618,2;800;0;0
310581;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1611,77;1611,77;1340;10,59
28580;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1611;1600;0;0
177788;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1610,86;1462,34;3580;-1747,82
312177;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1610,82;1378,68;16400;578,68
701175;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1610;797,5;1220;-7,5
121578;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1609,53;1609,53;0;0
703188;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1608,58;1608,58;0;619,37
106068;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1608,06;800;0;0
305053;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1607,63;1429,95;12533,5;629,95
704966;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1605;800;3;0
83813;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1600,66;597,66;0;-0,04
117230;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1600,16;127,54;242,55;-419,1
63962;ANÓNIMA;MILAGRO;PEQUEÑA;SOCIETARIO;12;1600;1600;0;0
68140;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1600;1600;0;0
100085;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1600;1600;0;0
113154;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1600;1600;0;0
127930;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1600;800;0;0
136476;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1600;800;0;0
165443;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;14;1600;1600;0;0
165571;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1600;1600;80,5;-28,76
182650;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1600;1600;60;2
305531;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1600;800;0;0
308156;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1600;1600;0;0
705845;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1600;458,43;0;0
713170;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;1600;800;0;0
716845;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1600;1600;0;0
719307;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1600;1600;0;0
719585;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1600;1600;0;0
601473;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1599,88;1599,88;23830,13;-292,6
717075;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;1599,81;-10704,98;6254,82;-10704,98
305684;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1599,01;1054,1;17410,72;0
135412;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1599;800;0;0
135688;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1599;800;0;0
148018;ANÓNIMA;LOMAS DE SARGENTILLO;MICROEMPRESA;SOCIETARIO;4;1598,64;-9097,99;432;-303,53
309510;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1598,2;800;80;0
701996;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1594,86;1057,07;3916,38;-2,55
115164;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1587,47;1248,28;3165;0
134644;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1587,41;1587,41;18383,13;787,41
110379;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1586;753,05;0;-35
711326;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1585;1585;8128,81;125,92
712933;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1583,95;1583,95;725912,8;768,95
123781;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1580,15;30,55;0;-80,45
29827;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1579,28;1415,77;28964;-3949
106309;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1577,75;1577,75;0;0
120541;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1575,25;1575,25;1500;400
713874;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1571,15;1313,5;0;0
66693;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1570,21;1000;0;0
309996;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1561,28;-16654,89;7424,75;-17454,89
304002;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1560,88;817,4;5650;15,66
67378;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1558,97;1558,97;0;-13
120092;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1555;800;0;0
713725;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1555;-8045;219;-8845
134947;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1554,98;1525,48;600;91,55
308697;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1554,02;-8880,79;240;-8277,07
310114;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1550,97;430,56;4823,65;27,5
304587;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1550,81;800;0;0
305091;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1550,35;-7302,37;889,57;-12,78
311856;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;1;1550;1000;0;0
720132;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;1550;850;400;50
165042;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1548,27;1359,66;7760,49;559,66
134133;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1547,71;800;9685,32;0
310664;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1547,43;1203,52;16109,49;403,52
101695;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1544,93;727,37;0;0
119472;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1540;1000;0;0
147186;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1538,27;1105,1;14710,46;22,82
168894;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1536,8;1536,8;0;0
134395;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1524;1524;134250,11;0
