EXPEDIENTE;TIPO;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
47845;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;3044;1272006599;151648637;1319257680;140512995
2913;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;9;665036500,3;248266181;1147434507;25446073,8
2308;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;876;604641804;391326265,5;434996659,5;102527118
2448;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;1733;579224301,1;193840758,3;547289864,1;114473699
56871;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;12;515194732;66713391,1;42254413,1;566251,62
9134;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;6681;402686882,7;205112939,1;196444826,2;781856,75
3502;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;8154;394973903;76656052,14;687780605,9;35843565,5
2234;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;2004;368380001;229816778;135106266;-20392636
3215;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;5521;346448682;121733096;397421379,3;-1025262,5
103476;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;967;323685621;131641100;155864081,7;0
22576;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;7243;309114722;158032157;534224055,4;22783766,3
3135;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;3112;306668973;230673469;284859327,2;43384705,4
44313;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;3428;297845069,3;55252632,62;726292812;16352917,5
128168;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;306;279438059;46061167,1;904318714;20464394
707891;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;69;273886357;135546705;0;-6399374,1
70689;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;555;269276252;113563421;340413177,5;33092140,9
2041;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;2915;268956994,3;120584368,5;111497510,2;-384365,57
126760;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;804;258939410;137621999;114706500,2;11858785,4
9468;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;742;253493287;110844286;173397299,4;-989297,79
25827;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;3510;225345851;37290897,3;166495632,2;5863530,93
73818;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;481;211309528,4;117401073,2;203699842,8;9903590,52
40424;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;4165;207549643,3;57013794,32;424383003,6;3200458,11
49769;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;832;205910157;71201772,7;372777432;51285972,9
4902;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;821;189325647;68200302,1;193539411,8;3761657,01
147928;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;5;184598643;184052180;0;0
5276;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;863;177412550;71779255,7;162110316,3;6897182,22
40185;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;6;171776093,6;126047305,4;19228356,71;3231422,32
3680;ANÓNIMA;CRNEL. MARCELINO MARIDUEÑA;GRANDE;SOCIETARIO;635;159314927;108351917;186999653,7;24680453,4
25119;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;808;158990270;73991969,8;111764217,8;2894594,64
141109;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;6;156762287,1;156745714,9;6148168,62;5940238
2592;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;375;149914563;104451985;116886179,6;4234394,87
19762;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;1;142644482,6;142634849,2;22429843,64;0
42971;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;518;142142122;58789513,3;158062652,4;12206093,3
74719;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;483;141625443;44019144,1;108601593,1;225567,58
704554;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;6;137263392;137262099;0;23636094,3
178474;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;363;131848239;31636545;93939966,68;6664838,47
108136;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;503;131497320;55602307,4;99490959,7;13531721,8
715220;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;725;126227279,5;89891208,47;81612680,72;327357,36
5307;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;385;121980424,5;38755717,43;55679333,13;269130,07
73705;ANÓNIMA;DAULE;GRANDE;SOCIETARIO;454;115147375;31256830,9;10357967,16;217069,75
44552;SUCURSAL EXTRANJERA;GUAYAQUIL;GRANDE;SOCIETARIO;25;114756007;46128213,5;0;-12616492
133236;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;114156929;-5500002,7;140840058,9;120522,3
103904;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;1929;111153944;28508283,5;176916210,8;-1022512,6
7351;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;430;109169664;66216907,3;30037741,25;488103,15
138584;ANÓNIMA;SAN JACINTO DE YAGUACHI;GRANDE;SOCIETARIO;118;103324605;37268682;169215733,5;6642219,85
4796;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;566;102634289;33433321,71;44812128,41;591361,95
183429;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;102341570;90057819;0;13127541,5
5238;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;101029591;14085245,3;3692703,63;-50208,06
151340;ANÓNIMA;ISIDRO AYORA;GRANDE;SOCIETARIO;832;99519421,3;78990029,4;136051039,6;0
57528;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;400;98555133,53;34103928,11;82323353,84;1502442,71
120585;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE;413;96645550,15;16678710,09;50261951,4;-6328582,9
82921;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;21;95950864,5;25247178,4;66060087,45;2718931,33
110660;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;507;94405774,6;85239974;58261406,37;-2403457,1
148981;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;12;94067230,3;288900,15;3128412,84;61418,94
44472;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;2;92511948,67;16641368,47;118702374,1;2207595,32
114469;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;413;91100425,8;42925858,7;22999399,8;14615514,4
19436;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;567;87865998,8;61126858,7;50960855,53;3373861,33
4881;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;404;84146857,63;38827730;64162102,21;919727,7
120802;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;GRANDE;SOCIETARIO;130;82302765,3;10380293,5;23151296,12;942220,03
703439;RESPONSABILIDAD LIMITADA;ELOY ALFARO;MICROEMPRESA;SOCIETARIO;128;82176708,7;18092730,1;0;-2345907,1
82932;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;18;81447046,6;23511466,3;86246345,52;4672989,64
44102;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;832;81063286,77;44071055,43;85983418,29;10969357,5
64957;RESPONSABILIDAD LIMITADA;DAULE;GRANDE;SOCIETARIO;3;80429684,3;6317271,72;37088546,71;634330,98
3906;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;374;80001891,7;43004561,1;81949737,86;1368204,93
3265;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;547;79860002,2;47173532,3;96280540,47;6833243,89
175280;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;131;79714965,9;25780431,5;359525539,6;25762931,5
69261;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;105;79128290,06;53989593,52;21289362,9;6388106,52
4904;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;558;79027782,9;54314992,2;88059845,81;1235330,39
44727;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;175;74574694,9;50412685,2;100228731,8;18297620,7
2151;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;1172;72835410;19162255,5;246251625,8;2500516,89
4312;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;226;71988425;50521963,44;61305359,46;10021745,7
1768;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;72;71488283,91;13501187,37;49553899,35;22895,05
83682;RESPONSABILIDAD LIMITADA;DAULE;GRANDE;SOCIETARIO;157;70705362,6;21464864,6;33938996,04;3702393,68
68608;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;42;69166407,46;8844787,29;39149425,31;126188,78
102796;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;303;68838863;33955369,7;120220399,6;11001800
99523;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;1;68599385,19;66907995,82;10810845,98;9659509,14
48839;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;397;68580983,1;38984302,5;122288258,2;5312997,65
3769;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;218;68323688,5;45810874,2;33290825,16;2459940,59
21464;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;279;67505400,5;21794352,5;91700096,07;5637249,71
43044;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;2287;67076970,85;11030728,82;354761320,1;3950455,56
3723;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;3;66320439,23;30861147,79;71407579,22;2607257,53
66281;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;635;66059292,8;3913065,12;41522863,3;428648,88
9304;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;50;64379311;31902521,1;42722745,84;24529529,6
3311;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;64111667,6;13382955,2;354877090,8;638283,37
145255;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;182;63928762,4;2152226,1;118100698,8;146310,71
68701;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;29;63418448,3;11107864,6;3452855,3;21961,37
4886;ANÓNIMA EN PREDIOS RÚSTICOS;GUAYAQUIL;GRANDE;SOCIETARIO;1198;62955852,4;2769198,52;38229872,6;-732067,12
4061;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;1232;62936543,1;43706277,3;82183157,2;221276,69
3934;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;440;62854490,5;35108485,1;70730133,83;3239496,82
57786;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;167;62735528,8;22484483,1;62453498,92;1909219,87
20306;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;637;61388765,5;15526317,88;39336133,63;133962,9
300084;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;2;60075549,9;55183350,3;0;-10039916
20616;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;296;59900213,95;14047916,78;33777563,09;47526,96
72947;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;567;59214668,9;35961674,9;101859079,6;585281,06
108864;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;307;58707693,34;21618509,11;74154360,66;1729237,37
310750;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;4;57619541,2;13944190,5;6870146,54;1118790,46
102434;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;952;57090862,82;25925829,89;62766311,45;3225269,51
19880;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;504;56725183,5;41485677,3;79758908;12887024,5
9283;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;197;56614217;17433128;58160519;4916635
102141;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;474;55455578,9;15103758,5;118078933,4;2030103,36
19778;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;271;55005195,9;16439231,61;51991482,02;-2636592,3
71761;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;598;53868309,32;24391955,14;55739255,24;4025088,98
58769;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;222;53301517,68;9481301,77;42159221,55;576938,31
80903;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;157;53054853,1;2750694,69;64393847,62;-175644,76
4134;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;369;52801922,3;34528082;45403673,61;1941332,24
130455;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;189;52209460,45;13979472,31;71264946,73;0
22026;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;323;51824715;24958254,5;47869089,14;3605504,03
102536;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;141;50960878,51;16546795,22;40927233,71;293539,04
40326;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;65;50888616,7;14493085,5;66562344,04;11903987,8
3669;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;301;50715763,16;34171988,61;80742804,73;1042820,59
71876;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;70;50490925,5;26506210,2;33811538,32;11321576,9
4920;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;580;50242259,8;11319421,4;23495601,93;600586,32
21465;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;571;50124625,9;31328791,5;71522265,9;4724014,13
116265;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;180;49890218,8;29537647,2;51459807,21;704032,78
700993;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;463;49103997,5;35535293;31437106,49;-3062078,8
5269;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;374;49087050,35;17419454,79;85955494,92;1908308,58
2064;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;458;48669452,6;22343788,3;32148639,93;41366,87
604;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;389;47778610;34248338,4;123070244,1;6662547,7
40597;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;68;47126154,3;8700909,21;21614672,88;688000,46
69919;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;185;47027091,6;20153498;42421641,5;681710,99
101380;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;2046;46437793;28273660,6;163200136,8;3328366,58
157864;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;249;46273282,9;28967408,1;50833568,96;-1394174,9
73050;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;1092;46153676,9;11649305,4;97354779,57;-375154,73
183115;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;49;45613865,7;-400059,72;76673361,8;-1301241,5
20719;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;325;45113711,59;24099462,9;50768353,27;4353135,87
70434;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;152;44701754,8;21293554,7;41011166,04;9088773,63
19331;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;54;44558827,3;20614376;11799332,6;694940,77
3617;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;2192;43912046;19706848,5;26094103,62;1128733,56
121714;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;71;43898761,1;9317116,85;12256697,5;2125499,59
124772;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;383;43777469,6;5940275,91;49159049,08;74199,97
717386;SUCURSAL EXTRANJERA;GUAYAQUIL;GRANDE;SOCIETARIO;58;43686003,7;3058586,13;45387495,2;3056586,13
130216;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;43462821,5;12564601,8;119814639,3;8933178,41
66764;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;155;43321065,9;23146230,7;43225436,17;973393,67
49000;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;42752781,9;36922358,7;9632018,74;5152411,39
4723;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;435;42612964,5;30884060,9;39823715,95;2962611,21
135363;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;177;42595477,1;30749661,6;43783353,53;1561810,99
3537;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;204;42389446,4;28974043,8;43171281,9;7086948,49
67252;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;140;42173639,1;11754726,1;86358155,86;573146,83
2837;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;224;41886905,1;15356731;85382556,03;1556797,94
20372;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;119;41542518,45;19045068,04;49695801,85;1057566,36
41271;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;244;41418910,39;12444039,63;45590347,52;1461435,32
74543;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;79;41385954,3;10270453,9;30919325,38;2616733,11
25950;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;312;41360933,9;23242184,6;68711331,01;4490390,77
66008;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;375;41141148,7;35523805;19868977,91;1284195,77
719586;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;3;40859235,6;40857585,3;0;3421596,04
133221;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;82;40824053,28;15720292,87;13590471,61;179770,49
28471;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;6;40664864,4;7721503,94;55951616,82;3026778,12
128415;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;4;40618932,8;2229419,13;22796805,23;828464,61
67697;ANÓNIMA;CRNEL. MARCELINO MARIDUEÑA;GRANDE;SOCIETARIO;84;39739578,5;20746736,7;34337708,56;2662864,34
21557;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;89;39565200,63;9682395,57;21724631,35;309091,34
3634;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;374;39482338,8;6227014,71;46320599,93;26983,36
67858;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;252;39094645,87;23346938,12;19536047,34;746817,44
100121;ANÓNIMA;TARIFA;GRANDE;SOCIETARIO;84;38935626,8;5591170;160779963,1;161879,23
9631;ANÓNIMA;NARANJAL;GRANDE;SOCIETARIO;927;38869989,6;2440492,87;29623402,4;-554324,16
4419;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;379;38399466,9;24456241,7;22979208,01;1312819,72
116787;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;207;38369697,19;9172161,97;83042462,4;391013,4
71531;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;657;38008352,5;11729787,7;116497746,7;346376,74
105994;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;4;37647802,08;12698810,67;50507068,07;13723,38
82137;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;37544185,9;2951451,5;1292021,64;1490908,49
10481;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;140;36877708,4;8203580,37;60327889,06;-755623,09
711724;ANÓNIMA;ELOY ALFARO;MEDIANA;SOCIETARIO;110;36483298,1;27382939,6;1668463,3;0
71202;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;36390572,5;35639207,5;0;350900,4
27856;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;52;36338170,7;14629695,6;20421584,51;75298,55
65190;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;32;35646343,5;19353212,8;36059097,2;1150255,64
120972;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;6;35635497,4;13293232,6;27620139,7;0
9322;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;158;35621836,8;29731817,6;20431473,53;-931579,44
2254;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;456;34431277,5;7452912,03;34222531,16;99630,86
71927;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;34379432,7;31044234;0;41885,97
101314;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;3644;34093926;17890716,5;64496019;3324994,18
75346;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;184;33983427,5;15391451,1;16929348,48;-5447536,9
135888;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;4;33794874,2;33694783,8;0;8472740,04
104277;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;119;33388090,6;14566486,6;15972145,48;1227801,96
2497;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;107;32523493,8;19292016,6;29360436,92;2200900,29
5136;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;968;32409518,3;14299576,8;48716575,85;4173659,56
142358;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;396;32140642,5;10601124,7;52572497,43;1012252,79
86166;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;88;31714633,7;5908272,49;47929225,12;1309301,91
711350;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;31293006,7;9698751,72;2597784,44;-466301,8
22303;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;134;31254104,3;10009860,9;28623902,77;356692,37
105850;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;114;30580355,97;14910426,08;13899357,23;1358971
77905;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;263;30326505,59;7730837,84;21015916,2;766947,79
44311;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;118;29596903,47;4044984,54;23587779,59;-1283496,4
138915;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;5;29588279,5;1222656,25;3008411,92;0
9417;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;780;29318407,3;-433398,39;9340100,08;-186944,65
71961;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;177;29151715,3;7379065,31;28210688,43;-199101,34
5739;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;22;29129616;871514,6;9841906,43;199525,99
75672;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;28932217,9;9655182,65;2528027,93;614104,94
140508;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;211;28523912,5;15621490;21673247,59;3377843,92
3508;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;368;28131081,7;6054838,3;23991817,94;61095,47
75663;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;67;27967832,4;18592,13;7627092,03;218002,55
20550;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;614;27734038,9;7197408,71;25828924,46;28659,45
83636;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;3;27724185,5;1854032,97;1319567,68;-108695,26
86729;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;364;27688646,7;17595245;20791504,28;569715,57
107482;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;2;27613381,7;26467738,5;0;5462298,96
181019;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;100;27462318,6;4554995,85;86870507,24;4257567,33
1403;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;341;27423914,1;18906866;20282957,23;153618,05
71248;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;2;27349704,4;12275376,1;6145734,78;1620777,16
44087;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;81;27182164,7;18997314,6;10423796,65;0
56174;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;36;26818349,4;8804002,12;185150372,8;389385,44
105020;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;76;26790530,1;16562781,3;152636060,6;-2490437,5
148597;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;26612149,2;26261450,5;55322,85;450,64
149776;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;91;26546373,8;5963916,28;21615458,96;20752,56
102761;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;124;26295824;2785771,41;25515865,88;473932,08
167269;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MEDIANA;SOCIETARIO;25;26278904,2;511283,03;3473267,61;-210279,6
42396;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;GRANDE;SOCIETARIO;155;26185796,5;11731265;17122610,19;620854,29
135265;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;1;26158493;26034268,9;0;244669,92
27516;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MEDIANA;SOCIETARIO;15;26078859,6;7392407,69;1418036,34;61391,73
2295;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;414;26056252,7;3902134,07;69005129,42;1471437,67
8782;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;335;25984102,1;21561729,7;12972533,94;802752,43
56981;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;303;25585869,3;21704107,6;33930310,24;358341,39
118956;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;256;25549338,59;6556067,72;22362535,75;216463,51
127575;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;4;25134708,7;2698052,77;2244203,61;2841,74
98719;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;12;24982380,6;4697573,7;77792171,23;1546123,63
166362;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;24593085,1;21726782,5;1968379,02;385765,98
23949;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;96;24497693,5;13716313;28763316,32;2800322,72
108369;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;444;24459407,1;8344211,27;37752577,7;-187514,88
8456;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;24365849,4;301010,86;20296466,28;179644,01
711846;ANÓNIMA;ELOY ALFARO;PEQUEÑA;SOCIETARIO;4;24191062,8;23865638,7;0;141575,16
143897;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;126;24075592,39;7313723,63;23921357,31;865371,94
4901;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;16;23750596,6;19558503,9;2157058,09;548302,52
128276;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;741;23709692,2;7745436,45;164296855,6;2691583,94
