EXPEDIENTE;TIPO;RAMA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
177983;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15892,31;14095,75;12000;2546,69
164823;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1,65;1,65;0;2546,5
172020;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;32618,95;19250,88;55305;2518,4
118426;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;182937,99;21250,27;49498,9;2517,8
707124;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;11418,21;10591,34;32321,8;2480,59
711304;RESPONSABILIDAD LIMITADA;D;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;4;5123,8;2847,94;40967,52;2447,94
172158;ANÓNIMA;E;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3804,16;3223,27;50144,5;2423,27
107107;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;23636,3;19548,91;55227,96;2412,42
706865;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;10731,26;4702,48;89978,41;2386,37
306641;ANÓNIMA;E;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;232699,38;3111,88;486758,23;2340,15
719432;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;5298,04;4479,11;18168,69;2259,11
58927;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;64652,74;3432,75;0;2232,75
303860;ANÓNIMA;A;GUAYAQUIL;MEDIANA;SOCIETARIO;1;168537,1;6667,56;2739014,83;2210,67
82897;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4098,59;3341,89;21332,91;2112,92
308696;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;15440,88;2892,64;28351,88;2092,64
129092;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;16;811372;809272;17415,25;2075,47
717830;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4322,22;2862,77;31861,69;2062,77
104109;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;23;279703,31;106748,98;717734,71;2054,68
111529;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;14;8911,74;4431,94;18000;2017,4
64050;ANÓNIMA;G;TARIFA;PEQUEÑA;SOCIETARIO;5;229401,44;19968,17;178195,79;1968,49
146644;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;11079,49;1242,57;34157,37;1956,35
145562;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;18773,86;17806,81;31157,12;1950,7
28489;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;79749,08;74645,47;56961,43;1949,58
67918;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;32803,63;31324,33;17000;1930,28
106113;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;12943,49;8307,8;80077,5;1861,83
65294;ANÓNIMA;I;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;6;18239,41;15989,76;38344,44;1860,74
118924;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;10;77528,43;76590,76;60507,85;1844,74
77316;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;397252,57;124406,47;204554,62;1840,34
68946;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;93485,47;62410,1;86427,35;1799,93
118610;RESPONSABILIDAD LIMITADA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;26633,49;23840,04;16200;1781,85
303279;ANÓNIMA;S;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;7211,8;7163,2;70502,12;1764,51
307949;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;83110,43;55344,15;69857;1750,88
170813;ANÓNIMA;D;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10768,45;8494,67;24109,59;1745,91
83006;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;186277,76;31156,44;28668,89;1715,07
124841;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;164074,42;104505,67;253968,39;1701,49
100761;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;179314,8;20729,28;401656,82;1686,5
127139;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;146722,17;121553,27;49227,92;1657,97
136771;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;51130,92;9324,99;107173,67;1631,6
107318;ANÓNIMA;C;GUAYAQUIL;MEDIANA;SOCIETARIO;6;733792,88;72194,03;1824404,32;1605,52
710982;ASOCIACIÓN O CONSORCIO;R;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;38321,55;1483,17;317622,12;1600,94
67928;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;30996,07;28946,39;23250;1596,96
164952;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;29306,12;5604,87;77609,77;1594,24
601081;ANÓNIMA;K;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;57401,87;18784,39;181979,44;1580,23
719806;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21196,39;2378,66;82416;1578,66
100155;RESPONSABILIDAD LIMITADA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;5850;2548,02;48349,78;1548,02
716097;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;26677,38;2344,85;192080;1544,85
168595;ANÓNIMA;P;DAULE;MEDIANA;SOCIETARIO;72;3039359,09;214825,18;1632010,28;1494,76
108435;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;99365,88;95810,88;4800;1475,94
702481;ANÓNIMA;D;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;53851,52;4680,01;86519,65;1467,73
715198;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4386,14;2261,77;10262,19;1461,77
700636;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;18980,41;-24259,97;52845,74;1458,09
703981;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;48727,83;12878,96;136321,97;1457,89
172882;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10391,96;2956,57;80862,01;1456,57
129027;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;173077,48;169648,82;60000;1441,09
19638;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;10;25720,48;23342,13;17000;1432,1
19388;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;11;120704,57;116202,8;60000;1420,02
107651;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;25241,4;22665,01;43718,56;1417
168502;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;38135,67;20424,06;27525;1389,97
76866;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;183762,57;69959,77;338461,19;1379,6
133921;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;26041,92;4682,77;10458,1;1368,8
133839;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;31258,37;18271,22;65653,39;1353,13
700388;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;30746,99;7312,17;32150,46;1347,17
73034;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;143158,66;140780,94;34090,63;1337,23
72949;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;38490,63;36456,44;24000;1332,66
165034;ANÓNIMA;G;SAN JACINTO DE YAGUACHI;PEQUEÑA;SOCIETARIO;10;446026,87;32590,36;722693,56;1318,4
78310;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;108303,64;49681,52;173746,33;1316,7
139464;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;59372,43;31780,46;127415,72;1301,55
144553;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;25398,08;22330,43;60000;1290
135629;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;14246,75;13793,12;5674;1224,8
29486;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;92862,72;89664,65;10500;1215,22
138743;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10500,25;3601,02;47809,28;1208,57
719332;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;7931,86;3201,68;49923,5;1201,68
178786;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4281,63;4281,63;6322,92;1200
712041;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;19155,73;6188,34;30630;1188,34
43224;ANÓNIMA;F;GUAYAQUIL;PEQUEÑA;SOCIETARIO;1;92388,73;15659,87;70020;1186,54
19633;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;23400,5;21088,92;17000;1136,2
109676;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;30952,72;21128,34;57173,74;1126,72
311268;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;67581,46;1920,68;6835;1120,68
144559;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;65853,44;63102,73;17600;1105,38
25504;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;49289,77;2906,95;3600;1095,25
140987;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;19077,88;18223,91;38200;1077,94
59235;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;12;174154,02;170311,64;63600;1077,04
122394;ANÓNIMA;C;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;4;71886,01;43639,99;89714,25;1073,49
309501;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;10;328680,27;2061,03;7762,7;1061,03
8802;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;17524,6;6430;4800;1040,16
712545;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;51850,89;3993,88;98963,14;987,21
116695;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;17875,78;5747,89;0;972,59
125190;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;131150,53;118713,88;60000;970,53
128868;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;49758,52;22603,15;28406,99;952,75
717477;ANÓNIMA;F;NARANJAL;PEQUEÑA;SOCIETARIO;8;251651,2;1730,61;223191,45;930,61
704799;ANÓNIMA;M;MILAGRO;MICROEMPRESA;SOCIETARIO;3;20030,59;18944,82;62452,84;920,14
174935;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;31572,27;5736,93;43250;911,75
144548;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;34235,21;30839,42;60000;909,88
708341;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1700;1700;8400;900
111519;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;2086,65;1834,16;38264,43;895,2
705121;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;38924,44;20200,9;75779,29;888,91
307854;ANÓNIMA;R;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;4927,5;2736,9;24766,74;873,22
303226;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;167902,95;19964,68;130134,54;871,15
80001;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;44583,3;33928,08;11324,88;841,66
76849;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;37936,91;26507,39;6000;831,25
21090;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;106238,63;106138,95;9912,44;826,91
127938;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;13073,63;4320,53;3452;811,94
109379;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;368645,7;43450,09;34940;807,3
705979;RESPONSABILIDAD LIMITADA;M;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;3;45772,65;4864,53;132163,83;806,61
176260;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1749,42;1589,47;14941,35;789,47
303727;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;34053,22;1587,75;146396,86;787,75
116675;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;83462,59;64972,14;0;760,76
182301;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;23419,77;22854,36;66077,52;750,28
165740;ANÓNIMA;A;BALZAR;MICROEMPRESA;SOCIETARIO;4;31374,14;7193,89;24252,5;736,01
133172;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;32225,74;2599,98;34480,31;733,16
174544;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5580;1244,78;9000;721,62
139148;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;180342,01;4991,34;378830,2;714,92
116690;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;62785,05;31004,94;403421,02;709,57
111022;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4428,19;3495,64;17800;708,46
710458;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;121807,93;18054,41;159767,15;707,82
41262;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;97388,69;29713,59;0;700,23
59398;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;464018,44;75006,82;15750;687,29
144040;ANÓNIMA;D;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;5483,31;3369,9;29375,81;673,81
145460;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;18757,71;3474,87;13994,38;671,14
125579;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;249732,23;30209,97;99810,25;670,46
9326;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;126212,72;122003,6;12700;668,92
141094;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;196224,5;156540,28;105457,02;663,05
303844;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;13617,78;1668,36;24728,74;642,64
169970;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3405,3;3240,06;41183,2;632,19
128131;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;99328,4;10918,02;67989,39;620,46
311319;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;5711,95;1402,76;2714,32;602,76
132484;ANÓNIMA;S;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;130336,28;77794,78;171610,94;597,94
44428;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;285731,62;279617,89;99000;597,09
146102;SUCURSAL EXTRANJERA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;7520,01;2555,57;38395,87;594,49
717337;ANÓNIMA;M;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;6;6337,94;1592,65;44642,86;592,65
137843;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;54700,2;22330,24;38830;587,14
100009;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MEDIANA;SOCIETARIO;111;488437,09;147892,77;1275257,93;585,75
104628;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21862,36;17672,12;28606,17;571,32
134328;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;70123,48;19784,95;46739,65;566,03
69741;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;12962,51;6971,72;130625,78;565,47
311186;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;5462,96;1344,04;15206,13;544,04
703890;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;2120,97;1812,7;5850,5;542,13
147989;ANÓNIMA;N;ELOY ALFARO (DURAN);PEQUEÑA;SOCIETARIO;8;53410,71;19952,46;148769,76;540,71
719748;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;13083,26;1330,46;44273,82;530,46
119012;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;14079,61;12794,24;24851,57;529,86
111819;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;12654,96;6826,69;41282,72;517,2
306190;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1401,71;1311,45;5945;511,45
105662;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;16;276240,34;58571,31;320062,17;503,59
174077;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;55344,72;15690,81;206295,32;494,75
27315;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;11717,47;4965,72;23350;493,84
112303;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;118706,96;118305,79;17483,1;488,84
304775;RESPONSABILIDAD LIMITADA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;1288,76;1288,76;775,55;488,76
122049;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1412,98;1412,98;0;487,93
106764;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2347,15;2273,6;5000;479,07
44972;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;2143;2009,68;70150;472,68
128038;ANÓNIMA;K;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;172722,48;115161,59;8400;467,12
102603;ANÓNIMA;J;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;362063,11;51987,64;494730,88;451,21
181623;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;88083,36;86824,36;100575,43;450,65
126317;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;13100;1923,32;3304,39;443,44
176988;ANÓNIMA;H;MILAGRO;MICROEMPRESA;SOCIETARIO;4;117814,25;3548,7;86929,61;391,04
126408;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;91511,39;17657,37;88269,58;383,72
176256;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;7515;1914,62;14356,42;383,15
717449;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;15395,53;1179,97;22830;379,97
21052;RESPONSABILIDAD LIMITADA;I;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;6;123545,01;35037,22;54920,21;368,58
9035;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3623,07;2297,66;58699,7;364,56
170753;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1935,49;1935,49;800;360,36
127571;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;22989,98;1360,22;36693,61;360,22
706752;ANÓNIMA;H;DAULE;MICROEMPRESA;SOCIETARIO;4;4148,18;1183,49;0;343,49
74480;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;141446,1;140942,1;4200;339,17
304154;ANÓNIMA;Q;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;23484,88;2130,58;149660,38;333,39
136628;ANÓNIMA;G;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;5;4415,8;2903,62;32014;326,58
105373;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;254009,65;39812,43;31700;319,02
170345;ANÓNIMA;B;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;6;2875,37;2575,55;14500;317,55
174829;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;7446,64;7342,23;29568;313,23
712268;ANÓNIMA;N;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;67089,02;1207,69;298146,5;309,57
175114;RESPONSABILIDAD LIMITADA;J;VELASCO IBARRA;MICROEMPRESA;SOCIETARIO;7;20530,67;12284,9;4350;309,04
134946;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;10089,85;9961,57;720;304,2
127048;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;39287,7;38138,28;91784,31;298,33
25414;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;148068,54;146912,34;9635;296,62
109351;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;66565,83;11481,55;56777,61;293,76
121634;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;1438,97;1259,58;9665;283,91
115049;ANÓNIMA;M;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;118369,45;105933,96;100333,68;276,04
307499;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;6404,84;6268,35;3085,01;268,35
700114;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21710,41;21700,96;2569,8;267,15
41218;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;28775,1;8146,76;71260,84;264,69
44915;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;133595,39;133139,39;3800;257,42
718989;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;125542,5;10256,01;8500;256,01
134797;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;168167,33;168100,01;1500;238,7
172274;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;44518,37;-6255,14;41870,45;237,1
9899;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4534,28;1465,84;28432,76;231,76
181617;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;40453,67;9655,59;416448,52;224,98
107228;ANÓNIMA;L;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;64498,5;1556,68;0;222
58942;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;62525,72;62412,56;6587,46;217,93
112705;ANÓNIMA;K;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10204,87;10085,8;11600;209,43
303304;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;27074,76;13221,29;0;202,5
124377;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5925;5925;17609,59;199,59
716447;ANÓNIMA;H;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;6;2762,32;2696,74;2464;196,74
137748;ANÓNIMA;P;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;4;124107,8;10923,84;119116,64;192,7
129060;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;21972,15;21918,44;5980;190,42
713702;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;983,64;979,71;5830,95;179,71
141692;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;39953,38;21668,73;31264,79;179,6
300209;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1385,45;1225,35;0;179,39
136547;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;11;11339,62;3436,96;50327,2;178,36
138067;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5000;2050;1000;150
169035;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;52300;2884,07;16800;143,47
113172;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;14871;1106,86;150;138,1
171304;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;92541,19;5998,64;61368,39;136,12
128904;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;29515,59;-11741,92;17000;135,83
55833;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;23844,09;23808,83;1200;131,84
142477;ANÓNIMA;M;MILAGRO;PEQUEÑA;SOCIETARIO;5;12092,28;5691,25;11774,43;130,92
83483;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;424293,06;272774,49;2920,03;125
132422;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;933189,71;659601,97;14806,2;124,92
700918;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1394,3;1394,3;11560;120
97695;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;10;8242,71;7997,61;9221,28;117,35
125506;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;35346,85;27738,53;0;109,64
124152;ANÓNIMA;M;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;32654,57;3396,26;214222,23;107,01
177583;RESPONSABILIDAD LIMITADA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;3951,86;606,14;6307,75;104,95
142995;ANÓNIMA;E;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;33347,35;33088,07;20752,4;103,69
134185;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;5817,92;5660,78;7970,03;100,49
701912;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;59613,29;59613,29;0;100
133645;ANÓNIMA;A;SAN JACINTO DE YAGUACHI;PEQUEÑA;SOCIETARIO;8;121065,53;64331,67;110400;97,97
