EXPEDIENTE;TIPO;RAMA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
77852;ANÓNIMA;R;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;7805;0
77919;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;33342,8;13200;0;0
77988;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1165,57;1165,57;0;0
78902;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;337808,05;800;0;0
79369;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;10000;10000;0;0
80085;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;175,47;175,47;0;0
80160;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;272035,91;22311,67;0;0
80339;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;158431,95;158431,95;0;0
80415;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;50000;0
81756;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;22231,71;18304,82;0;0
81760;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;87798,07;800;0;0
81975;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;25137,04;23589,9;0;0
82140;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1059,63;1053,31;0;0
82166;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;163201,79;29990,25;0;0
82182;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;2645,22;1076;0;0
83028;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;328452;-14113,8;0;0
83206;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
83231;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4607,6;4607,6;0;0
83597;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4140;4140;0;0
83628;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
83697;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
83929;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8312,08;800;0;0
83982;ANÓNIMA;G;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;7;59201,71;7610,79;0;0
84247;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;24660,73;18515,07;0;0
84353;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
97717;ANÓNIMA;J;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;1320;1320;0;0
97769;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;PEQUEÑA;SOCIETARIO;1;121018,15;85102,77;550000;0
97978;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
98779;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2300;800;0;0
99021;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;29952,27;1076;0;0
99458;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;144602,44;144602,44;0;0
99569;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
99740;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;597320,89;591398,25;62487,84;0
99915;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;27662,74;787,5;0;0
100119;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
100123;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
100284;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
100466;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;22294,14;22294,14;0;0
100784;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1200;1200;0;0
100956;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;236515,17;236515,17;0;0
101284;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2406,63;2406,63;0;0
101496;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;24718,85;24718,85;47;0
101602;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
101999;ANÓNIMA;L;ISIDRO AYORA;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
102563;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3100;3100;10;0
102637;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2559,31;2559,31;0;0
103028;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2758,47;2758,47;0;0
103533;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;11825,64;9089,84;0;0
104212;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;0;0;0;0
104306;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;14622,33;14527,16;0;0
104698;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
104937;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
105495;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;10000;10000;0;0
105496;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
105531;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
106281;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
106473;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;7279,37;800;0;0
106606;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;63708,23;38638,52;0;0
106661;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;0;0;0;0
107186;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
107306;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;897,12;897,12;0;0
107406;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1167;1100;0;0
107937;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
108570;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
108645;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1518,95;9,57;0;0
108812;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;7060,51;2463,62;0;0
108878;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
109107;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
109428;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3021,57;3021,57;0;0
109482;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
109656;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
109934;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;158569,2;3713,28;0;0
110663;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;27800;800;0;0
110675;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
110694;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
111067;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15504,02;10031,21;0;0
111576;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
111744;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
111830;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;7356,84;7356,84;0;0
111869;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
111968;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;0;0;0;0
111994;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
112237;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;0;0;0;0
112493;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;102499,93;3657,61;0;0
112590;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
112913;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;20661,76;20661,76;0;0
113000;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5500;5500;0;0
113763;ANÓNIMA;G;GUAYAQUIL;MEDIANA;SOCIETARIO;4;0;0;0;0
113903;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;16157,45;685,01;0;0
113908;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;121224,54;13435,6;31391,18;0
114700;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;94669,85;86494,81;0;0
115010;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;85066,18;70066,18;0;0
115162;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
115164;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1587,47;1248,28;3165;0
115473;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;80400;20300;0;0
115531;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;846,85;846,85;0;0
115606;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
115693;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
115773;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
115998;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4638,62;2881,76;0;0
116042;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21668,58;2573,37;0;0
116711;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
116854;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;28140,53;28140,53;0;0
116945;ANÓNIMA;R;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
117137;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;804,8;800;0;0
117155;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
117819;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;62385,89;17750,22;0;0
117976;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3376,87;1424,8;0;0
118031;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;13654,8;13654,8;0;0
118156;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;866,3;866,3;0;0
118222;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;5748,12;5748,12;0;0
118238;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;6635,1;6509;0;0
118630;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
118740;ANÓNIMA;F;GUAYAQUIL;MEDIANA;SOCIETARIO;8;113594,62;1113,55;0;0
119085;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
119097;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
119250;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
119589;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;400;400;0;0
119663;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
119792;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;6746,39;6746,39;0;0
120395;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;200;200;0;0
120579;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
121025;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;806;806;8350;0
121072;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;20913,81;9022,6;0;0
121132;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;0;0;0;0
121387;ANÓNIMA;A;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
121555;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
121591;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;0;0;0;0
121787;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5946,68;4964,44;0;0
121815;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;31167;30270;0;0
121912;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
122543;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1302,23;0;0;0
122647;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;22134,82;16461,19;0;0
122968;ANÓNIMA;R;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
123256;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
123657;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1104,58;1104,58;0;0
123890;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;5940,57;5940,57;0;0
124395;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;976,1;976,1;0;0
124412;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1634,14;835,83;0;0
124448;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;20370,49;20370,49;0;0
124787;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;67045,45;3664;0;0
124833;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
124860;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4459,6;1016,33;0;0
124954;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
124960;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
125183;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
125671;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;774,31;774,31;0;0
125930;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;8372,95;8372,95;0;0
126381;ANÓNIMA;G;NARANJITO;MICROEMPRESA;SOCIETARIO;4;219712,63;52,24;0;0
126606;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
126765;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;1;226841,57;219624,57;0;0
126897;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
127103;RESPONSABILIDAD LIMITADA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2595,63;2340,8;790;0
127142;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;77542,25;19197,12;0;0
127155;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
127512;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;17939,1;17939,1;0;0
127611;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;156555,51;148324,53;0;0
127640;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3842,33;3842,33;0;0
127656;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;228949,73;-29350,27;0;0
127718;ANÓNIMA;J;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;41268,72;17512,83;0;0
127801;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;0;0;85850;0
127945;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
128065;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;853,02;853,02;0;0
128067;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2763,64;2763,64;0;0
128509;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;72685,21;800;0;0
128634;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;11212,72;1200;0;0
128695;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
128849;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
129051;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;0;0;0;0
129104;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
129212;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
129361;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;247864,74;800;0;0
129680;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
129704;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;9863,73;9863,73;0;0
130074;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
130087;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
130470;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
130501;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;8000;8000;0;0
130838;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;800;800;0;0
130975;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;3798,68;3798,68;0;0
131158;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;251057,24;2810;0;0
131547;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;79844,58;2199,67;0;0
131778;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
131814;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
131966;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
131997;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;340840,45;6804,11;0;0
132154;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
132752;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;809,6;800;0;0
132828;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;18245;0;0;0
132918;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;179895,72;179895,72;0;0
133173;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;79010,93;6927,07;0;0
133527;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
133597;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
133633;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8846,7;2673,05;0;0
133655;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
133659;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;16293,13;800;0;0
133710;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
133733;ANÓNIMA;H;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;5;880;880;0;0
133742;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
133875;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
133913;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
133919;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;227000,4;207507,94;502562,69;0
133931;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
133950;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;14642;800;0;0
134127;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
134890;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
135150;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;48553,66;800;0;0
135264;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
135640;ANÓNIMA;B;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;812,21;812,21;0;0
135774;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
135916;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1000;1000;0;0
136077;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;263896,81;800;0;0
136399;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
136413;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;12806,95;11090,64;0;0
136475;ANÓNIMA;M;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;800;800;0;0
136477;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
137158;ANÓNIMA;F;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;4;43482,81;912,15;0;0
137297;RESPONSABILIDAD LIMITADA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;400;400;0;0
137753;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;0;0;0;0
138179;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;6300;800;0;0
138207;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
138231;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
138363;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;235800;235800;0;0
138754;ANÓNIMA;K;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;9737,74;9737,74;0;0
139933;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
139988;ANÓNIMA;G;MILAGRO;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
140386;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;20614,23;20614,23;0;0
140531;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
141203;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;342059,38;789;0;0
141209;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1338,97;795,81;0;0
141400;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;81060;800;0;0
141501;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2239,65;2239,65;0;0
141506;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;2446,27;2446,27;0;0
141706;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;23195,13;21528,8;0;0
142060;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;4406,81;4406,81;0;0
142107;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;3537,93;3537,93;0;0
142369;ANÓNIMA;C;TARIFA;MICROEMPRESA;SOCIETARIO;7;29989,98;19975,22;2704,1;0
142498;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
142513;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1000;800;0;0
143136;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;190421,55;800;0;0
143318;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;12032,59;11998,96;0;0
143425;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;66200;-6711,36;0;0
143477;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;3315,69;3315,69;0;0
144390;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;13201,28;13201,28;0;0
144579;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;9327,15;9251,35;0;0
145130;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;427745,7;422883,49;60000;0
145239;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;35376,1;32018,68;63600;0
